A,B,C,Equation,RMSE
22.52223809308511,182.26796854514396,-164404.60458334963,U = 22.5222*lambda^2 + 182.2680*lambda + -164404.6046,0.008089967858584778
18.01779049232636,179.6914245004591,-164402.77746060328,U = 18.0178*lambda^2 + 179.6914*lambda + -164402.7775,0.01159875582268401
20.27001430802403,200.52899919479387,-164438.97236330257,U = 20.2700*lambda^2 + 200.5290*lambda + -164438.9724,0.008943795996593713
15.765566689197252,191.26785488319,-164326.22211748693,U = 15.7656*lambda^2 + 191.2679*lambda + -164326.2221,0.005044981333776378
20.270014311316217,190.5651610561181,-164496.91975581687,U = 20.2700*lambda^2 + 190.5652*lambda + -164496.9198,0.005393311905982463
18.01779050776953,201.88934237361536,-164335.62490851487,U = 18.0178*lambda^2 + 201.8893*lambda + -164335.6249,0.006741639882672536
11.261119031692997,190.58317885597353,-164573.33142888843,U = 11.2611*lambda^2 + 190.5832*lambda + -164573.3314,0.005393311919205618
13.513342835982199,199.6911719473719,-164472.5867747461,U = 13.5133*lambda^2 + 199.6912*lambda + -164472.5868,0.007627294861699039
27.026685707111778,185.22288618641323,-164258.26032596666,U = 27.0267*lambda^2 + 185.2229*lambda + -164258.2603,0.005393311905204631
22.522238095972668,192.10568214821978,-164409.24537922107,U = 22.5222*lambda^2 + 192.1057*lambda + -164409.2454,0.006324218797911339
18.017790452230567,189.65526264789514,-164130.8366243132,U = 18.0178*lambda^2 + 189.6553*lambda + -164130.8366,0.012648437586038442
9.008895206207784,186.14179350453196,-164400.1593493607,U = 9.0089*lambda^2 + 186.1418*lambda + -164400.1593,0.008841577822842249
18.01779046840823,214.12342212250223,-164340.07550281612,U = 18.0178*lambda^2 + 214.1234*lambda + -164340.0755,0.007627294850148813
13.513342832456381,192.37594901153352,-164225.546413391,U = 13.5133*lambda^2 + 192.3759*lambda + -164225.5464,0.007627294845198718
20.27001428217445,165.5925034515676,-164144.36367915344,U = 20.2700*lambda^2 + 165.5925*lambda + -164144.3637,0.008943795988854378
18.01779049845297,193.18674957254552,-164187.58187212102,U = 18.0178*lambda^2 + 193.1867*lambda + -164187.5819,0.011598755817439582
24.774461885072,209.0333963142184,-163933.98219176263,U = 24.7745*lambda^2 + 209.0334*lambda + -163933.9822,0.00884157781691133
18.017790492358976,215.63691651748377,-164224.97596751267,U = 18.0178*lambda^2 + 215.6369*lambda + -164224.9760,0.0026966559588249756
15.765566704533745,220.6548711625801,-164532.79985864938,U = 15.7656*lambda^2 + 220.6549*lambda + -164532.7999,0.010089962667552755
22.522238109125283,183.15084027592093,-164387.9716228625,U = 22.5222*lambda^2 + 183.1508*lambda + -164387.9716,0.010786623808853594
9.008895241975353,205.56497163962922,-164319.81777932966,U = 9.0089*lambda^2 + 205.5650*lambda + -164319.8178,0.008841577822842249
15.765566665975149,209.05141409966745,-164270.03022039906,U = 15.7656*lambda^2 + 209.0514*lambda + -164270.0302,0.009438295842275344
18.017790456189296,220.681897861592,-164330.7374962167,U = 18.0178*lambda^2 + 220.6819*lambda + -164330.7375,0.011598755826662544
13.513342842461451,213.18649701759568,-164282.73521951906,U = 13.5133*lambda^2 + 213.1865*lambda + -164282.7352,0.007627294848498781
15.765566654422825,201.9884402314492,-164368.0185870379,U = 15.7656*lambda^2 + 201.9884*lambda + -164368.0186,0.005044981325045228
13.513342875864776,205.240651406697,-164387.56068259705,U = 13.5133*lambda^2 + 205.2407*lambda + -164387.5607,0.01264843759184265
18.01779048204285,208.70006718294462,-164284.8194448629,U = 18.0178*lambda^2 + 208.7001*lambda + -164284.8194,0.011598755832811185
22.522238111441354,202.57401841739193,-164376.98548817288,U = 22.5222*lambda^2 + 202.5740*lambda + -164376.9855,0.006324218791941298
15.76556665597571,189.88048502488527,-164567.1949780491,U = 15.7656*lambda^2 + 189.8805*lambda + -164567.1950,0.010089962679194285
22.52223809563016,196.64616535048117,-164380.65066711343,U = 22.5222*lambda^2 + 196.6462*lambda + -164380.6507,0.008089967861696109
13.513342836938874,207.7631420835969,-164577.44038934805,U = 13.5133*lambda^2 + 207.7631*lambda + -164577.4404,0.012648437583550927
9.008895217045708,187.52916336871567,-164596.68497761156,U = 9.0089*lambda^2 + 187.5292*lambda + -164596.6850,0.010786623817409753
18.01779046051473,183.85353411006508,-164692.60242432082,U = 18.0178*lambda^2 + 183.8535*lambda + -164692.6024,0.007627294849048792
11.261119019744637,183.64632952096872,-164928.7519633585,U = 11.2611*lambda^2 + 183.6463*lambda + -164928.7520,0.01483160775214697
15.76556665763831,179.79052235471318,-164619.70785725495,U = 15.7656*lambda^2 + 179.7905*lambda + -164619.7079,0.01008996267337352
13.513342856354203,215.45673861564137,-164691.11085556992,U = 13.5133*lambda^2 + 215.4567*lambda + -164691.1109,0.007627294847948771
11.261119044578628,206.9793681940646,-164788.18674678722,U = 11.2611*lambda^2 + 206.9794*lambda + -164788.1867,0.01483160776459229
13.513342835974823,204.98840234873933,-164667.99208279277,U = 13.5133*lambda^2 + 204.9884*lambda + -164667.9921,0.007627294840523627
20.27001425371745,189.55616480339086,-164618.62333686528,U = 20.2700*lambda^2 + 189.5562*lambda + -164618.6233,0.008943796001049695
13.513342859025544,198.17767754170927,-164840.16720581686,U = 13.5133*lambda^2 + 198.1777*lambda + -164840.1672,0.009144805264767937
18.017790471407835,216.5197882563225,-164675.4029781319,U = 18.0178*lambda^2 + 216.5198*lambda + -164675.4030,0.011598755826662544
18.01779048554777,183.85353410453536,-164803.26032643652,U = 18.0178*lambda^2 + 183.8535*lambda + -164803.2603,0.00762729484739876
22.522238070523752,208.1234978941211,-164734.7398257146,U = 22.5222*lambda^2 + 208.1235*lambda + -164734.7398,0.0038136474289244817
22.52223810101158,173.0608776061854,-164741.86636346628,U = 22.5222*lambda^2 + 173.0609*lambda + -164741.8664,0.010786623813520592
18.017790482940402,165.69160129653756,-164604.7885618999,U = 18.0178*lambda^2 + 165.6916*lambda + -164604.7886,0.01264843758139508
20.270014285700263,191.57415732942172,-164805.79537579353,U = 20.2700*lambda^2 + 191.5742*lambda + -164805.7954,0.004044983926181058
