A,B,C,Equation,RMSE
13.51334286067449,125.69210642325925,-164180.6667782592,U = 13.5133*lambda^2 + 125.6921*lambda + -164180.6668,0.009144805272337159
27.026685727412374,128.6650418502395,-164275.85981036996,U = 27.0267*lambda^2 + 128.6650*lambda + -164275.8598,0.00646635382459264
15.765566709321316,124.54797669718391,-164215.6971998842,U = 15.7656*lambda^2 + 124.5480*lambda + -164215.6972,0.009438295848498006
15.765566660171201,124.16960313517484,-164402.8306925762,U = 15.7656*lambda^2 + 124.1696*lambda + -164402.8307,0.007134681026203611
15.765566662105165,118.87237273162464,-164481.27762985532,U = 15.7656*lambda^2 + 118.8724*lambda + -164481.2776,0.009438295853165002
20.270014290086642,93.37719919034862,-164435.9566509882,U = 20.2700*lambda^2 + 93.3772*lambda + -164435.9567,0.013483279771567732
13.513342871698871,124.05248748016311,-164215.44091165502,U = 13.5133*lambda^2 + 124.0525*lambda + -164215.4409,0.0026966559471574875
9.008895284032027,152.07015165890334,-164345.39982744196,U = 9.0089*lambda^2 + 152.0702*lambda + -164345.3998,0.00808996786791877
18.01779050231037,110.6652691430645,-164163.6950950337,U = 18.0178*lambda^2 + 110.6653*lambda + -164163.6951,0.011598755834981295
13.5133428520468,111.94453228943166,-164527.68252742628,U = 13.5133*lambda^2 + 111.9445*lambda + -164527.6825,0.007627294857573958
11.261119096997222,116.62014887740952,-164324.24797932635,U = 11.2611*lambda^2 + 116.6201*lambda + -164324.2480,0.005393311897426306
18.017790480784125,136.26854943824583,-164179.36812338757,U = 18.0178*lambda^2 + 136.2685*lambda + -164179.3681,0.011598755838055617
22.52223810826961,130.19655403899378,-164299.48048044933,U = 22.5222*lambda^2 + 130.1966*lambda + -164299.4805,0.008089967861696109
18.017790480015194,104.48516702419147,-164345.78187772658,U = 18.0178*lambda^2 + 104.4852*lambda + -164345.7819,0.012648437590184304
15.765566664771887,115.21476126092602,-163747.83608807248,U = 15.7656*lambda^2 + 115.2148*lambda + -163747.8361,0.014269362056523125
18.017790495952596,115.83637501698104,-164466.41236344274,U = 18.0178*lambda^2 + 115.8364*lambda + -164466.4124,0.0076272948495988025
9.008895239795319,107.92656500532757,-164460.06389565917,U = 9.0089*lambda^2 + 107.9266*lambda + -164460.0639,0.00808996786791877
18.017790476430548,111.80038996352232,-164483.20810789318,U = 18.0178*lambda^2 + 111.8004*lambda + -164483.2081,0.006741639882672538
15.765566686223654,120.76424071341171,-164429.49672852366,U = 15.7656*lambda^2 + 120.7642*lambda + -164429.4967,0.009438295826718693
18.017790486698612,118.35886569178547,-164398.69279320116,U = 18.0178*lambda^2 + 118.3589*lambda + -164398.6928,0.007627294841348642
18.017790515635774,126.30471127363853,-164520.9251234888,U = 18.0178*lambda^2 + 126.3047*lambda + -164520.9251,0.006741639893562194
24.77446192703059,95.62942298929556,-164356.141866602,U = 24.7745*lambda^2 + 95.6294*lambda + -164356.1419,0.008089967883475421
18.0177904725701,135.76405131057254,-164604.80160199327,U = 18.0178*lambda^2 + 135.7641*lambda + -164604.8016,0.006741639881116871
15.765566675468612,143.59278126590652,-164386.29214323167,U = 15.7656*lambda^2 + 143.5928*lambda + -164386.2921,0.005044981339597143
11.261119082885104,105.64731448338716,-164482.88790308262,U = 11.2611*lambda^2 + 105.6473*lambda + -164482.8879,0.006466353815510039
20.270014355158082,136.89016315992922,-164359.61280345288,U = 20.2700*lambda^2 + 136.8902*lambda + -164359.6128,0.004044983930848054
18.017790516556747,131.98031527537387,-164370.8075035622,U = 18.0178*lambda^2 + 131.9803*lambda + -164370.8075,0.006741639888895197
11.26111904522595,97.07084624175332,-164310.65778800866,U = 11.2611*lambda^2 + 97.0708*lambda + -164310.6578,0.005393311906760296
