times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.0, 0.0)|(1.0, 0.02, 0.0)|(1.0, 0.04, 0.0)
34.8|1.0|0.0|0.0|0|4.685526415475179|9.371052830950358
35.0|1.0|0.0|0.0|0|4.477420935359551|8.954841870719102
35.2|1.0|0.0|0.0|0|4.326071495333454|8.652142990666908
35.4|1.0|0.0|0.0|0|3.4684246681380317|6.9368493362760635
35.6|1.0|0.0|0.0|0|3.7711235483473864|7.542247096694773
35.8|1.0|0.0|0.0|0|4.136884695047047|8.273769390094094
36.0|1.0|0.0|0.0|0|4.174722055302118|8.349444110604235
36.2|1.0|0.0|0.0|0|3.9855352550413228|7.9710705100826456
36.4|1.0|0.0|0.0|0|4.269315455366741|8.538630910733483
36.6|1.0|0.0|0.0|0|4.496339615369216|8.992679230738432
36.8|1.0|0.0|0.0|0|4.830569629011443|9.661139258022885
37.0|1.0|0.0|0.0|0|4.862100762102054|9.724201524204108
37.2|1.0|0.0|0.0|0|5.114349829001585|10.22869965800317
37.4|1.0|0.0|0.0|0|4.553095655495418|9.106191310990836
37.6|1.0|0.0|0.0|0|4.023372615272528|8.046745230545056
37.8|1.0|0.0|0.0|0|4.067516201833496|8.135032403666992
38.0|1.0|0.0|0.0|0|4.338683948586695|8.67736789717339
38.2|1.0|0.0|0.0|0|4.685526415451895|9.37105283090379
38.4|1.0|0.0|0.0|0|3.972922801694367|7.945845603388734
38.6|1.0|0.0|0.0|0|3.6071616549399916|7.214323309879983
38.8|1.0|0.0|0.0|0|4.288234135339153|8.576468270678307
39.0|1.0|0.0|0.0|0|4.326071495296783|8.652142990593566
39.2|1.0|0.0|0.0|0|4.685526415474596|9.371052830949193
39.4|1.0|0.0|0.0|0|4.168415828538127|8.336831657076255
39.6|1.0|0.0|0.0|0|4.06120997526159|8.12241995052318
39.8|1.0|0.0|0.0|0|3.890941855213605|7.78188371042721
40.0|1.0|0.0|0.0|0|3.7900422283343507|7.580084456668701
40.2|1.0|0.0|0.0|0|4.307152815375594|8.614305630751188
40.4|1.0|0.0|0.0|0|4.105353561850498|8.210707123700995
40.6|1.0|0.0|0.0|0|4.035985068457667|8.071970136915334
40.8|1.0|0.0|0.0|0|4.0233726151590234|8.046745230318047
