times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.0, 0.0)|(1.0, 0.02, 0.0)|(1.0, 0.04, 0.0)|(1.0, 0.06, 0.0)
16.0|1.0|0.02|0.0|-163847.1084684866|-163842.80762189793|-163838.44371304256|-163834.1176415472
16.2|1.0|0.02|0.0|-163747.80669670316|-163744.0607980614|-163740.22661224628|-163736.41765133786
16.4|1.0|0.02|0.0|-163885.97303367325|-163881.55867500452|-163877.0812540691|-163872.61644558702
16.6|1.0|0.02|0.0|-163900.81928401237|-163895.82475249004|-163890.79238360768|-163885.76001472533
16.8|1.0|0.02|0.0|-163957.21144540954|-163952.5322252207|-163947.80255521848|-163943.09811012298
17.0|1.0|0.02|0.0|-163937.5738555604|-163932.35229987797|-163927.06768192883|-163921.7830639797
17.2|1.0|0.02|0.0|-164025.11284138565|-164020.3201091167|-164015.46431458113|-164010.64635740552
17.4|1.0|0.02|0.0|-164015.9663109295|-164010.90871714047|-164005.81328599146|-164000.74307974908
17.6|1.0|0.02|0.0|-164398.76876682037|-164394.0517092715|-164389.24636454924|-164384.46624473372
17.8|1.0|0.02|0.0|-164132.9841786014|-164128.8220689995|-164124.5842846775|-164120.38433771554
18.0|1.0|0.02|0.0|-164421.83942968192|-164417.29894647977|-164412.70801346432|-164408.12969290218
18.2|1.0|0.02|0.0|-164278.33493558833|-164274.07192635967|-164269.73324241102|-164265.419783369
18.4|1.0|0.02|0.0|-164495.1241574473|-164490.52061197849|-164485.87922914966|-164481.23784632082
18.6|1.0|0.02|0.0|-164628.3718575278|-164623.9070490457|-164619.36656584358|-164614.8639200015
18.8|1.0|0.02|0.0|-164676.14336203202|-164671.95602752338|-164667.7182432014|-164663.49307133278
19.0|1.0|0.02|0.0|-164593.7966541803|-164589.86156873844|-164585.87603348325|-164581.90311068142
19.2|1.0|0.02|0.0|-164772.5430401881|-164767.82598263925|-164763.04586282367|-164758.30358036814
19.4|1.0|0.02|0.0|-164614.49638739444|-164610.2964404325|-164606.0586561105|-164601.83348424186
19.6|1.0|0.02|0.0|-164720.4733227377|-164716.2859882291|-164712.0482039071|-164707.81041958515
19.8|1.0|0.02|0.0|-164677.5300294384|-164673.03999604966|-164668.46167548752|-164663.93380473874
20.0|1.0|0.02|0.0|-164831.3412293506|-164826.53588462836|-164821.70531499945|-164816.8747453705
20.2|1.0|0.02|0.0|-165028.70899415715|-165024.0423864216|-165019.32532887274|-165014.62088377724
20.4|1.0|0.02|0.0|-164804.67324804785|-164799.57781689882|-164794.41932348307|-164789.286054974
20.6|1.0|0.02|0.0|-164858.82698189144|-164853.8955126358|-164848.9135935668|-164843.94428695118
20.8|1.0|0.02|0.0|-164766.7888597788|-164762.5384630035|-164758.22500396147|-164753.92415737282
21.0|1.0|0.02|0.0|-164751.3259038871|-164747.10073201847|-164742.81249788313|-164738.52426374782
21.2|1.0|0.02|0.0|-164596.66544007923|-164593.26007767764|-164589.81687791605|-164586.38629060774
21.4|1.0|0.02|0.0|-164721.50437669933|-164716.74948179047|-164711.9441370682|-164707.16401725262
21.6|1.0|0.02|0.0|-164291.55587948265|-164287.31809516065|-164283.02986102534|-164278.74162689
21.8|1.0|0.02|0.0|-164358.5075121418|-164354.0679285664|-164349.57789517764|-164345.11308669555
22.0|1.0|0.02|0.0|-164366.91125659674|-164362.45906056804|-164357.93118981924|-164353.4411564305
22.2|1.0|0.02|0.0|-164203.66819041476|-164199.2664441994|-164194.8016357173|-164190.3620521419
22.4|1.0|0.02|0.0|-164198.02799176064|-164193.46228365187|-164188.858738183|-164184.26780516756
22.6|1.0|0.02|0.0|-164234.91887367805|-164230.83243879615|-164226.6955541009|-164222.5965067657
22.8|1.0|0.02|0.0|-164351.44552739864|-164347.83836574364|-164344.15552936858|-164340.51053035355
23.0|1.0|0.02|0.0|-164420.91317903998|-164416.53665773128|-164412.10968660924|-164407.6953279405
23.2|1.0|0.02|0.0|-164563.36458158004|-164559.11418480473|-164554.8007257627|-164550.51249162736
23.4|1.0|0.02|0.0|-164220.36494756414|-164215.67311492196|-164210.91822001306|-164206.18855001088
23.6|1.0|0.02|0.0|-164413.61107435674|-164408.9444666212|-164404.25263397905|-164399.5734137902
23.8|1.0|0.02|0.0|-164455.6792478605|-164451.23966428512|-164446.74963089635|-164442.28482241425
24.0|1.0|0.02|0.0|-164557.69856185417|-164552.75448014517|-164547.75994862284|-164542.77802955385
24.2|1.0|0.02|0.0|-164411.53284010605|-164406.81578255715|-164402.03566274155|-164397.2807678327
24.4|1.0|0.02|0.0|-164551.31958770237|-164546.74126714026|-164542.1251092181|-164537.5215637493
24.6|1.0|0.02|0.0|-164490.4645003407|-164486.17626620535|-164481.8249698033|-164477.48628585463
24.8|1.0|0.02|0.0|-164787.44621808012|-164782.88050997132|-164778.26435204918|-164773.64819412702
25.0|1.0|0.02|0.0|-165016.71539488033|-165012.46499810502|-165008.17676396965|-165003.90114228768
25.2|1.0|0.02|0.0|-164889.5090947887|-164885.24608556007|-164880.93262651804|-164876.61916747605
25.4|1.0|0.02|0.0|-164740.6730884862|-164736.4983664309|-164732.2858070156|-164728.09847250697
25.6|1.0|0.02|0.0|-164421.48973183075|-164417.69338337565|-164413.83397265387|-164410.01239929209
25.8|1.0|0.02|0.0|-164228.70306587074|-164224.07429549526|-164219.36985039973|-164214.69063021083
26.0|1.0|0.02|0.0|-164677.1890099706|-164672.09357882157|-164666.93508540583|-164661.78920444343
26.2|1.0|0.02|0.0|-164308.38826187872|-164303.62075451648|-164298.75234752754|-164293.934390352
26.4|1.0|0.02|0.0|-163935.04590274434|-163930.56848180894|-163926.0279986068|-163921.4875154047
26.6|1.0|0.02|0.0|-164046.79491489867|-164042.69586756342|-164038.52114550813|-164034.37164835952
26.8|1.0|0.02|0.0|-164009.58200666474|-164005.15503554264|-164000.65238970058|-163996.21280612517
27.0|1.0|0.02|0.0|-164455.36646862348|-164450.77553560803|-164446.12154032587|-164441.49276995036
27.2|1.0|0.02|0.0|-164558.28408787146|-164553.52919296257|-164548.72384824033|-164543.93111597144
27.4|1.0|0.02|0.0|-164340.1185207298|-164335.13660166078|-164330.0916203251|-164325.05925144276
27.6|1.0|0.02|0.0|-164596.20006018167|-164591.3442656461|-164586.45063375047|-164581.5696143082
27.8|1.0|0.02|0.0|-164256.9946133704|-164252.4289052616|-164247.81274733946|-164243.1965894173
28.0|1.0|0.02|0.0|-164373.68503166476|-164369.27067299606|-164364.8184769673|-164360.3788933919
28.2|1.0|0.02|0.0|-164049.97034653326|-164045.45508823782|-164040.87676767568|-164036.32367202023
28.4|1.0|0.02|0.0|-164255.77603406514|-164250.84456480952|-164245.8626457405|-164240.91856403154
28.6|1.0|0.02|0.0|-163922.51775236052|-163918.40609257197|-163914.23137051667|-163910.0944858214
28.8|1.0|0.02|0.0|-163981.35484718796|-163976.9657134259|-163972.5261298505|-163968.13699608843
29.0|1.0|0.02|0.0|-163884.68452591603|-163880.37106687404|-163875.99454556534|-163871.63063670998
29.2|1.0|0.02|0.0|-163877.4547137898|-163873.04035512108|-163868.57554663898|-163864.11073815692
29.4|1.0|0.02|0.0|-164098.95461933306|-164094.9186342645|-164090.8321993826|-164086.77098940738
29.6|1.0|0.02|0.0|-163946.906848167|-163942.39158987155|-163937.82588176275|-163933.2727861073
29.8|1.0|0.02|0.0|-163883.90764373762|-163879.58157224228|-163875.19243848024|-163870.82852962488
30.0|1.0|0.02|0.0|-164189.7601292853|-164185.09352154977|-164180.3764640009|-164175.65940645203
30.2|1.0|0.02|0.0|-164359.05212034308|-164354.71343639438|-164350.311690179|-164345.9099439636
30.4|1.0|0.02|0.0|-164065.24501980614|-164060.36400036386|-164055.40730620155|-164050.48844939924
30.6|1.0|0.02|0.0|-164205.56965338142|-164200.81475847252|-164195.97157639026|-164191.16623166803
30.8|1.0|0.02|0.0|-164334.07703687673|-164329.58700348795|-164325.04652028583|-164320.51864953706
31.0|1.0|0.02|0.0|-164323.23032700497|-164318.51326945613|-164313.73314964058|-164308.990867185
31.2|1.0|0.02|0.0|-164450.78902976433|-164446.08458466883|-164441.34230221325|-164436.60001975772
31.4|1.0|0.02|0.0|-164571.58011384986|-164567.24142990122|-164562.8270712325|-164558.4505499238
31.6|1.0|0.02|0.0|-164640.2895004608|-164635.82469197872|-164631.29682122995|-164626.79417538783
31.8|1.0|0.02|0.0|-164329.11505167576|-164324.77636772706|-164320.3746215117|-164315.99810020297
32.0|1.0|0.02|0.0|-164548.67102505703|-164544.44585318843|-164540.18284395977|-164535.93244718446
32.2|1.0|0.02|0.0|-164498.23907523026|-164494.11480298836|-164489.94008093307|-164485.8031962378
32.4|1.0|0.02|0.0|-164539.76483622412|-164535.6153390755|-164531.39016720688|-164527.2154451516
32.6|1.0|0.02|0.0|-164195.61367626427|-164191.3128296756|-164186.9489208202|-164182.59762441818
32.8|1.0|0.02|0.0|-164270.45478887693|-164266.2800668216|-164262.01705759298|-164257.77927327098
33.0|1.0|0.02|0.0|-164087.3017451993|-164083.11441069067|-164078.88923882207|-164074.67667940675
33.2|1.0|0.02|0.0|-164011.28718037382|-164006.86020925175|-164002.34495095632|-163997.86753002089
33.4|1.0|0.02|0.0|-164234.2375180511|-164230.05018354245|-164225.81239922048|-164221.58722735185
33.6|1.0|0.02|0.0|-164349.6268819526|-164346.09539501762|-164342.5260707226|-164338.96935888095
33.8|1.0|0.02|0.0|-164145.72808596678|-164141.56597636486|-164137.35341694957|-164133.14085753428
34.0|1.0|0.02|0.0|-164034.80611254284|-164030.73229011425|-164026.595405419|-164022.48374563045
34.2|1.0|0.02|0.0|-163764.2437863444|-163760.05645183576|-163755.8186675138|-163751.5808831918
34.4|1.0|0.02|0.0|-163891.87464133764|-163887.86388117578|-163883.82789610722|-163879.79191103866
34.6|1.0|0.02|0.0|-164041.85075111457|-164037.89044076606|-164033.89229305752|-164029.894145349
34.8|1.0|0.02|0.0|-164258.4570247622|-164254.64806385376|-164250.78865313195|-164246.95446731683
35.0|1.0|0.02|0.0|-164390.89452079072|-164387.5396082025|-164384.1216333476|-164380.72888339934
35.2|1.0|0.02|0.0|-164561.49056465694|-164557.7825033752|-164554.02399228013|-164550.26548118502
35.4|1.0|0.02|0.0|-164399.763392639|-164395.75263247712|-164391.6914225019|-164387.63021252668
35.6|1.0|0.02|0.0|-164510.69142665778|-164506.27706798905|-164501.78703460027|-164497.32222611824
35.8|1.0|0.02|0.0|-164670.96527320537|-164667.16892475024|-164663.30951402843|-164659.46271576
36.0|1.0|0.02|0.0|-164453.15408363755|-164448.42441363534|-164443.65690627313|-164438.90201136423
36.2|1.0|0.02|0.0|-164628.0282442963|-164623.72739770764|-164619.3508763989|-164615.01219245023
36.4|1.0|0.02|0.0|-164549.50392214666|-164545.0391136646|-164540.52385536913|-164536.04643443372
36.6|1.0|0.02|0.0|-164483.42638301378|-164478.78500018493|-164474.09316754274|-164469.4139473539
36.8|1.0|0.02|0.0|-164405.53975605484|-164401.4785460796|-164397.34166138436|-164393.25522650246
37.0|1.0|0.02|0.0|-163984.7422735223|-163980.42881448028|-163976.05229317158|-163971.70099676956
37.2|1.0|0.02|0.0|-164132.71493250784|-164128.32579874582|-164123.88621517038|-164119.45924404834
37.4|1.0|0.02|0.0|-164032.29357928855|-164027.69003381976|-164023.02342608426|-164018.38204325543
37.6|1.0|0.02|0.0|-164215.46423913396|-164211.56699105212|-164207.61929315695|-164203.68420771512
37.8|1.0|0.02|0.0|-164086.35873810572|-164081.88131717028|-164077.37867132822|-164072.8760254861
38.0|1.0|0.02|0.0|-163675.91484950515|-163672.28246294346|-163668.5996265684|-163664.92940264673
38.2|1.0|0.02|0.0|-164159.18831161095|-164155.5054752359|-164151.74696414082|-164148.0136779524
38.4|1.0|0.02|0.0|-163973.05372523086|-163968.74026618886|-163964.36374488013|-163960.0124484781
38.6|1.0|0.02|0.0|-164313.06204857328|-164308.3702159311|-164303.60270856883|-164298.89826347335
38.8|1.0|0.02|0.0|-164204.26702606922|-164199.82744249384|-164195.33740910506|-164190.85998816966
39.0|1.0|0.02|0.0|-164288.5799185945|-164284.8466324061|-164281.06289640433|-164277.2917728559
39.2|1.0|0.02|0.0|-164477.34951005128|-164472.67028986244|-164467.9280074069|-164463.22356231135
39.4|1.0|0.02|0.0|-164281.6479631227|-164276.95613048054|-164272.23907293167|-164267.4967904761
39.6|1.0|0.02|0.0|-164251.23886803986|-164246.6857723844|-164242.09483936892|-164237.52913126015
39.8|1.0|0.02|0.0|-164144.20958900332|-164139.8078427879|-164135.36825921253|-164130.94128809043
40.0|1.0|0.02|0.0|-164204.4124129795|-164199.4809437238|-164194.49902465483|-164189.52971803918
40.2|1.0|0.02|0.0|-164072.95506401922|-164068.40196836376|-164063.77319798828|-164059.1822649728
40.4|1.0|0.02|0.0|-164126.14177975067|-164122.14363204213|-164118.1076469736|-164114.08427435838
40.6|1.0|0.02|0.0|-164338.12443181747|-164334.10105920228|-164330.03984922703|-164325.96602679847
40.8|1.0|0.02|0.0|-164310.43837331224|-164306.42761315036|-164302.35379072177|-164298.3051931999
41.0|1.0|0.02|0.0|-164287.85228300464|-164283.2361250825|-164278.5442924403|-164273.86507225144
41.2|1.0|0.02|0.0|-164345.04000637043|-164340.53736052834|-164336.00948977956|-164331.46900657745
41.4|1.0|0.02|0.0|-164592.67952423517|-164588.4039025532|-164584.06521860452|-164579.73914710913
41.6|1.0|0.02|0.0|-164516.95435438654|-164512.64089534452|-164508.23914912916|-164503.86262782043
41.8|1.0|0.02|0.0|-164743.4435473368|-164739.2688252815|-164735.03104095955|-164730.81848154424
42.0|1.0|0.02|0.0|-164346.70842127746|-164341.94091391526|-164337.11034428634|-164332.30499956408
42.2|1.0|0.02|0.0|-164568.19571436738|-164563.44081945848|-164558.6480871896|-164553.8553549207
42.4|1.0|0.02|0.0|-164589.34596182572|-164584.90637825034|-164580.41634486156|-164575.95153637946
42.6|1.0|0.02|0.0|-164359.685798972|-164354.90567915648|-164350.0624970742|-164345.2319274453
42.8|1.0|0.02|0.0|-164157.69239042958|-164152.78614608062|-164147.8294519183|-164142.88537020935
43.0|1.0|0.02|0.0|-164340.69466813462|-164335.9649981324|-164331.15965341014|-164326.39214604793
43.2|1.0|0.02|0.0|-164425.39132553863|-164421.43101519014|-164417.42025502824|-164413.43471977304
43.4|1.0|0.02|0.0|-164506.3380510697|-164501.72189314757|-164497.05528541203|-164492.40129012987
43.6|1.0|0.02|0.0|-164603.2240280476|-164598.97363127233|-164594.64755977693|-164590.3467131883
43.8|1.0|0.02|0.0|-164596.6277149512|-164592.16290646914|-164587.63503572036|-164583.13238987824
44.0|1.0|0.02|0.0|-164532.9348255882|-164528.6213665462|-164524.23223278412|-164519.89354883545
44.2|1.0|0.02|0.0|-164545.2059869838|-164541.4727007954|-164537.68896479363|-164533.91784124522
44.4|1.0|0.02|0.0|-164647.3859132245|-164643.58956476944|-164639.7301540476|-164635.90858068582
44.6|1.0|0.02|0.0|-164826.32183160432|-164821.98314765564|-164817.5940138936|-164813.23010503824
44.8|1.0|0.02|0.0|-164559.32249356894|-164554.79462282016|-164550.20368980468|-164545.63798169588
45.0|1.0|0.02|0.0|-164804.0037324926|-164799.7028859039|-164795.33897704855|-164791.01290555322
45.2|1.0|0.02|0.0|-164779.64718754293|-164775.2202164209|-164770.74279548545|-164766.27798700338
45.4|1.0|0.02|0.0|-164669.06735967114|-164664.75390062915|-164660.38999177376|-164656.05130782508
45.6|1.0|0.02|0.0|-164819.03229428836|-164814.51703599293|-164809.97655279082|-164805.43606958873
45.8|1.0|0.02|0.0|-164303.94628906634|-164298.96436999735|-164293.932001115|-164288.92485713933
46.0|1.0|0.02|0.0|-164610.20667175134|-164606.549060283|-164602.81577409458|-164599.10771281284
46.2|1.0|0.02|0.0|-164462.38103091283|-164458.15585904417|-164453.86762490886|-164449.61722813355
46.4|1.0|0.02|0.0|-164611.0314059688|-164606.41524804663|-164601.74864031113|-164597.09464502896
46.6|1.0|0.02|0.0|-164744.66980480752|-164740.12932160543|-164735.50055122992|-164730.8843933078
46.8|1.0|0.02|0.0|-164713.00673919427|-164708.32751900543|-164703.58523654987|-164698.8555665477
47.0|1.0|0.02|0.0|-164439.1067763727|-164434.55368071725|-164429.9627477018|-164425.397039593
47.2|1.0|0.02|0.0|-164299.51214281432|-164294.63112337203|-164289.71226656975|-164284.79340976744
47.4|1.0|0.02|0.0|-164138.44141413204|-164133.97660564995|-164129.42350999452|-164124.9082516991
47.6|1.0|0.02|0.0|-164375.84487316126|-164371.2917775058|-164366.70084449035|-164362.10991147486
47.8|1.0|0.02|0.0|-164455.13339010742|-164450.29020802514|-164445.3965761295|-164440.50294423391
48.0|1.0|0.02|0.0|-164342.54689251157|-164338.17037120287|-164333.71817517412|-164329.31642895873
48.2|1.0|0.02|0.0|-164295.23395199422|-164291.0718423923|-164286.87189543032|-164282.68456092168
48.4|1.0|0.02|0.0|-164404.8374500157|-164400.1708422802|-164395.42855982468|-164390.71150227578
48.6|1.0|0.02|0.0|-164479.73019794395|-164475.66898796873|-164471.55732818015|-164467.47089329825
48.8|1.0|0.02|0.0|-164077.81858723483|-164073.25287912603|-164068.6493336572|-164064.05840064172
49.0|1.0|0.02|0.0|-164095.17527179592|-164091.37892334082|-164087.53212507235|-164083.69793925722
49.2|1.0|0.02|0.0|-164299.83755213133|-164295.48625572928|-164291.05928460724|-164286.67015084517
49.4|1.0|0.02|0.0|-164528.9046150127|-164524.6920555974|-164520.4164339154|-164516.17864959344
49.6|1.0|0.02|0.0|-164267.67902816|-164263.49169365136|-164259.26652178273|-164255.04134991407
49.8|1.0|0.02|0.0|-164353.46285517854|-164349.30074557662|-164345.08818616133|-164340.9008516527
50.0|1.0|0.02|0.0|-164350.42753039|-164346.03839662793|-164341.59881305255|-164337.17184193048
50.2|1.0|0.02|0.0|-164285.43555833303|-164280.9203000376|-164276.3672043821|-164271.82672118003
50.4|1.0|0.02|0.0|-164563.6174076541|-164558.93818746522|-164554.20851746303|-164549.46623500748
50.6|1.0|0.02|0.0|-164605.3556112259|-164600.95386501055|-164596.5016689818|-164592.06208540642
50.8|1.0|0.02|0.0|-164333.56985421927|-164329.69783104412|-164325.7627456023|-164321.85288506714
51.0|1.0|0.02|0.0|-164209.52637562808|-164205.09940450604|-164200.6472084773|-164196.19501244856
51.2|1.0|0.02|0.0|-163938.37872934298|-163934.36796918113|-163930.30675920588|-163926.258161684
51.4|1.0|0.02|0.0|-164325.61305483288|-164321.47617013764|-164317.25099826898|-164313.06366376035
51.6|1.0|0.02|0.0|-164342.09753134724|-164337.92280929198|-164333.68502496998|-164329.45985310135
51.8|1.0|0.02|0.0|-164438.7467612856|-164434.43330224362|-164430.06939338823|-164425.7180969862
52.0|1.0|0.02|0.0|-164271.64443030316|-164267.734569768|-164263.76164696616|-164259.7887241643
52.2|1.0|0.02|0.0|-164205.46242104788|-164201.03544992584|-164196.57064144374|-164192.10583296165
52.4|1.0|0.02|0.0|-164150.34599995552|-164146.29740243364|-164142.17313019172|-164138.06147040313
52.6|1.0|0.02|0.0|-164225.12528026613|-164221.0262329309|-164216.88934823562|-164212.76507599367
52.8|1.0|0.02|0.0|-164193.35451030463|-164189.29330032942|-164185.18164054083|-164181.09520565893
53.0|1.0|0.02|0.0|-164021.62445294153|-164017.36144371284|-164013.02275976416|-164008.73452562882
