times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.0, 0.0)|(1.0, 0.02, 0.0)|(1.0, 0.04, 0.0)|(1.0, 0.06, 0.0)
0.0|1.0|0.02|0.0|-164787.55252425096|-164783.75617579586|-164779.90937752742|-164776.08780416564
0.2|1.0|0.02|0.0|-164925.65081846598|-164921.33735942398|-164916.94822566194|-164912.60954171323
0.4|1.0|0.02|0.0|-164844.98594822796|-164840.77338881267|-164836.49776713067|-164832.2599828087
0.6|1.0|0.02|0.0|-164671.97135396674|-164667.77140700477|-164663.52101022948|-164659.29583836082
0.8|1.0|0.02|0.0|-164708.1240820872|-164703.70972341846|-164699.24491493637|-164694.80533136096
1.0|1.0|0.02|0.0|-164368.2137350309|-164363.90027598888|-164359.5237546802|-164355.17245827816
1.2|1.0|0.02|0.0|-164450.57051323916|-164445.76516851695|-164440.89676152798|-164436.05357944575
1.4|1.0|0.02|0.0|-164191.2841250951|-164186.76886679963|-164182.2283835975|-164177.66267548874
1.6|1.0|0.02|0.0|-164005.2621956202|-164000.41901353793|-163995.52538164234|-163990.64436220005
1.8|1.0|0.02|0.0|-163924.8725950889|-163920.71048548698|-163916.49792607166|-163912.28536665638
2.0|1.0|0.02|0.0|-163991.37806154657|-163987.2159519446|-163983.01600498267|-163978.81605802072
2.2|1.0|0.02|0.0|-163868.92987080454|-163864.3137128824|-163859.63449269356|-163854.9804974114
2.4|1.0|0.02|0.0|-163980.9158440034|-163976.31229853458|-163971.67091570576|-163967.02953287694
2.6|1.0|0.02|0.0|-164010.75187392868|-164006.69066395346|-164002.5537792582|-163998.4673443763
2.8|1.0|0.02|0.0|-164017.3229621184|-164012.61851702287|-164007.85100966066|-164003.1087272051
3.0|1.0|0.02|0.0|-164159.17755790215|-164153.93077731307|-164148.62093445726|-164143.32370405478
3.2|1.0|0.02|0.0|-164272.7643894363|-164267.7824703673|-164262.73748903163|-164257.7429575093
3.4|1.0|0.02|0.0|-164452.4043563844|-164448.01522262237|-164443.57563904693|-164439.13605547155
3.6|1.0|0.02|0.0|-164168.47608427246|-164164.09956296376|-164159.647366935|-164155.22039581297
3.8|1.0|0.02|0.0|-164186.83250560664|-164182.48120920462|-164178.06685053592|-164173.6903292272
4.0|1.0|0.02|0.0|-164582.97705253796|-164578.85278029606|-164574.6906706941|-164570.5411735455
4.2|1.0|0.02|0.0|-164413.84776646816|-164409.31989571938|-164404.7289627039|-164400.15064214176
4.4|1.0|0.02|0.0|-164200.05315606337|-164195.55051022128|-164190.99741456582|-164186.4569313637
4.6|1.0|0.02|0.0|-164222.4402607405|-164217.69797828494|-164212.90524601602|-164208.1251262005
4.8|1.0|0.02|0.0|-164577.49460520502|-164572.90367218957|-164568.2749018141|-164563.67135634526
5.0|1.0|0.02|0.0|-164498.19352538083|-164493.7161044454|-164489.18823369665|-164484.6729754012
5.2|1.0|0.02|0.0|-164454.5922741872|-164450.00134117168|-164445.34734588952|-164440.7059630607
5.4|1.0|0.02|0.0|-164304.72598239558|-164300.31162372686|-164295.84681524476|-164291.40723166935
5.6|1.0|0.02|0.0|-164675.22368324056|-164670.26698907829|-164665.24723264927|-164660.25270112694
5.8|1.0|0.02|0.0|-164408.3567830362|-164403.51360095394|-164398.59474415163|-164393.72633716272
6.0|1.0|0.02|0.0|-164269.30146408483|-164264.6853061627|-164259.9934735205|-164255.35209069168
6.2|1.0|0.02|0.0|-164493.51297459786|-164488.39231854217|-164483.24643757977|-164478.08794416403
6.4|1.0|0.02|0.0|-164441.82575540175|-164437.3483344663|-164432.83307617088|-164428.3052054221
6.6|1.0|0.02|0.0|-164713.43009738604|-164709.21753797075|-164704.96714119543|-164700.72935687343
6.8|1.0|0.02|0.0|-164890.2543727744|-164885.73911447896|-164881.1860188235|-164876.64553562138
7.0|1.0|0.02|0.0|-164805.77616030833|-164801.58882579973|-164797.3258165711|-164793.0880322491
7.2|1.0|0.02|0.0|-164797.22152717682|-164792.56753189463|-164787.87569925244|-164783.1964790636
7.4|1.0|0.02|0.0|-164629.93842239224|-164625.97811204373|-164621.9547394285|-164617.9692041733
7.6|1.0|0.02|0.0|-164447.26126980584|-164443.13699756394|-164438.93705060196|-164434.76232854667
7.8|1.0|0.02|0.0|-164046.35893073218|-164042.14637131686|-164037.88336208824|-164033.64557776623
8.0|1.0|0.02|0.0|-164664.6282198768|-164660.7057468883|-164656.7202116331|-164652.74728883128
8.2|1.0|0.02|0.0|-164609.234324811|-164604.70645406222|-164600.12813350008|-164595.57503784462
8.4|1.0|0.02|0.0|-164343.04224812737|-164338.678339272|-164334.25136814994|-164329.87484684124
8.6|1.0|0.02|0.0|-164082.62031157935|-164077.90325403048|-164073.13574666824|-164068.3934642127
8.8|1.0|0.02|0.0|-164244.80308824283|-164240.86800280103|-164236.89507999917|-164232.92215719732
9.0|1.0|0.02|0.0|-164167.36262474008|-164163.3518645782|-164159.29065460298|-164155.2672819878
9.2|1.0|0.02|0.0|-164199.25818698358|-164195.1591396483|-164190.9970300464|-164186.87275780446
9.4|1.0|0.02|0.0|-163953.12183751567|-163949.37593887394|-163945.59220287218|-163941.80846687045
9.6|1.0|0.02|0.0|-164199.16963345313|-164195.0705861179|-164190.93370142262|-164186.79681672735
9.8|1.0|0.02|0.0|-163940.72634447567|-163936.33721071365|-163931.92285204493|-163927.5084933762
10.0|1.0|0.02|0.0|-163819.0572221284|-163815.21042385994|-163811.31317577814|-163807.42854014965
10.2|1.0|0.02|0.0|-164080.30235035895|-164076.35465246378|-164072.35650475524|-164068.39619440676
10.4|1.0|0.02|0.0|-164105.82995591752|-164101.52910932884|-164097.1904253802|-164092.83912897814
10.6|1.0|0.02|0.0|-164100.49512900464|-164095.92942089585|-164091.3132629737|-164086.7097175049
10.8|1.0|0.02|0.0|-164189.04616596017|-164184.78315673152|-164180.45708523618|-164176.1436261942
11.0|1.0|0.02|0.0|-164303.11381275594|-164298.80035371392|-164294.41121995184|-164290.05992354982
11.2|1.0|0.02|0.0|-163976.65456092515|-163972.39155169646|-163968.07809265444|-163963.78985851913
11.4|1.0|0.02|0.0|-163895.29281796244|-163891.15593326715|-163886.95598630523|-163882.79387670328
11.6|1.0|0.02|0.0|-164015.80455157824|-164011.42803026954|-164007.0136716008|-164002.59931293209
11.8|1.0|0.02|0.0|-164154.5793756696|-164150.03889246748|-164145.4227345453|-164140.8444139832
12.0|1.0|0.02|0.0|-163979.01072392266|-163974.38195354718|-163969.71534581165|-163965.04873807618
12.2|1.0|0.02|0.0|-164216.99138839496|-164211.9211821526|-164206.81313855023|-164201.73031985454
12.4|1.0|0.02|0.0|-164450.12823934286|-164445.61298104742|-164441.0724978453|-164436.5067897365
12.6|1.0|0.02|0.0|-164303.94521390126|-164299.25338125904|-164294.52371125683|-164289.7814288013
12.8|1.0|0.02|0.0|-164104.94539684913|-164100.78328724718|-164096.59595273857|-164092.43384313662
13.0|1.0|0.02|0.0|-164046.60018770193|-164042.23627884657|-164037.82192017784|-164033.4327864158
13.2|1.0|0.02|0.0|-164077.2225033004|-164072.93426916507|-164068.5955852164|-164064.26951372105
13.4|1.0|0.02|0.0|-164232.96146425718|-164228.5218806818|-164224.03184729302|-164219.56703881093
13.6|1.0|0.02|0.0|-164372.3765091401|-164367.6090017779|-164362.79104460232|-164357.97308742674
13.8|1.0|0.02|0.0|-164275.5819833637|-164271.1171748816|-164266.58930413282|-164262.08665829073
14.0|1.0|0.02|0.0|-164349.21744423956|-164344.22291271723|-164339.20315628822|-164334.19601231255
14.2|1.0|0.02|0.0|-164368.15926313208|-164363.75751691667|-164359.28009598126|-164354.8278999525
14.4|1.0|0.02|0.0|-164112.76383283068|-164108.34947416195|-164103.84682831986|-164099.36940738442
14.6|1.0|0.02|0.0|-164190.98446305422|-164186.4187549454|-164181.80259702326|-164177.1864391011
14.8|1.0|0.02|0.0|-163982.89360904766|-163978.54231264562|-163974.17840379025|-163969.7892700282
15.0|1.0|0.02|0.0|-163778.54664004574|-163774.2205685504|-163769.83143478836|-163765.49275083965
15.2|1.0|0.02|0.0|-163951.86041823978|-163947.6856961845|-163943.4352994092|-163939.2227399939
15.4|1.0|0.02|0.0|-164270.85989242714|-164266.281571865|-164261.65280148952|-164257.04925602072
15.6|1.0|0.02|0.0|-164046.9241022411|-164042.69893037243|-164038.41069623712|-164034.14768700846
15.8|1.0|0.02|0.0|-163905.5861617836|-163900.89432914145|-163896.13943423255|-163891.40976423034
