times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.42, 0.0)|(1.0, 0.44, 0.0)|(1.0, 0.46, 0.0)|(1.0, 0.48, 0.0)|(1.0, 0.5, 0.0)
0.0|1.0|0.46|0.0|0|1.8243012867821398|3.6486025735642795|5.472903860346414|7.297205147128554
0.2|1.0|0.46|0.0|0|1.7787162764853581|3.5574325529707163|5.33614882945607|7.114865105941427
0.4|1.0|0.46|0.0|0|2.265376797436622|4.530753594873244|6.79613039230986|9.061507189746482
0.6|1.0|0.46|0.0|0|2.341411874225598|4.682823748451196|7.0242356226767875|9.365647496902385
0.8|1.0|0.46|0.0|0|1.891868000863471|3.783736001726942|5.675604002590408|7.5674720034538785
1.0|1.0|0.46|0.0|0|2.283214410582443|4.566428821164886|6.849643231747322|9.132857642329766
1.2|1.0|0.46|0.0|0|2.0785323101183186|4.157064620236637|6.23559693035495|8.31412924047327
1.4|1.0|0.46|0.0|0|2.202314530494043|4.404629060988086|6.606943591482122|8.809258121976164
1.6|1.0|0.46|0.0|0|2.351141480433291|4.702282960866582|7.053424441299867|9.404565921733157
1.8|1.0|0.46|0.0|0|2.084298002384605|4.16859600476921|6.252894007153809|8.337192009538414
2.0|1.0|0.46|0.0|0|2.017992534213119|4.035985068426238|6.0539776026393515|8.071970136852471
2.2|1.0|0.46|0.0|0|2.421771218595679|4.843542437191358|7.265313655787031|9.68708487438271
2.4|1.0|0.46|0.0|0|2.1188921608933033|4.237784321786607|6.356676482679904|8.475568643573208
2.6|1.0|0.46|0.0|0|2.0408751276682615|4.081750255336523|6.122625383004779|8.16350051067304
2.8|1.0|0.46|0.0|0|1.748806744345931|3.497613488691862|5.246420233037788|6.9952269773837195
3.0|1.0|0.46|0.0|0|2.0032179462059885|4.006435892411977|6.00965383861796|8.012871784823949
3.2|1.0|0.46|0.0|0|2.001416167113932|4.002832334227864|6.00424850134179|8.005664668455722
3.4|1.0|0.46|0.0|0|2.5026710982952522|5.0053421965905045|7.50801329488575|10.010684393181002
3.6|1.0|0.46|0.0|0|2.21528734025662|4.43057468051324|6.645862020769854|8.861149361026476
3.8|1.0|0.46|0.0|0|2.426455844648883|4.852911689297766|7.279367533946642|9.705823378595525
4.0|1.0|0.46|0.0|0|2.464473382761937|4.928946765523874|7.393420148285804|9.857893531047742
4.2|1.0|0.46|0.0|0|2.150062938358753|4.300125876717506|6.450188815076253|8.600251753435007
4.4|1.0|0.46|0.0|0|2.628435276494713|5.256870552989426|7.885305829484132|10.513741105978845
4.6|1.0|0.46|0.0|0|2.6943803887040145|5.388760777408029|8.083141166112036|10.777521554816051
4.8|1.0|0.46|0.0|0|2.4547437754558654|4.909487550911731|7.364231326367589|9.818975101823455
5.0|1.0|0.46|0.0|0|2.8379821790248414|5.675964358049683|8.513946537074517|11.351928716099357
5.2|1.0|0.46|0.0|0|2.220152143483285|4.44030428696657|6.660456430449849|8.880608573933134
5.4|1.0|0.46|0.0|0|2.2433950935077176|4.486790187015435|6.730185280523147|8.973580374030863
5.6|1.0|0.46|0.0|0|2.391501331519105|4.78300266303821|7.174503994557308|9.566005326076413
5.8|1.0|0.46|0.0|0|2.4295188687043288|4.8590377374086575|7.288556606112979|9.718075474817308
6.0|1.0|0.46|0.0|0|1.7156540090148353|3.4313080180296707|5.146962027044501|6.862616036059336
6.2|1.0|0.46|0.0|0|2.1491620487440395|4.298324097488079|6.447486146232113|8.596648194976153
6.4|1.0|0.46|0.0|0|2.257809325590499|4.515618651180998|6.77342797677149|9.031237302361989
6.6|1.0|0.46|0.0|0|2.250061675492909|4.500123350985818|6.750185026478721|9.00024670197163
6.8|1.0|0.46|0.0|0|2.379609589649483|4.759219179298966|7.138828768948442|9.518438358597924
