times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.0, 0.0)|(1.0, 0.02, 0.0)|(1.0, 0.04, 0.0)|(1.0, 0.06, 0.0)|(1.0, 0.08, 0.0)
0.0|1.0|0.04|0.0|-164213.99064578206|-164209.79069882008|-164205.54030204477|-164201.28990526946|-164197.05212094748
0.2|1.0|0.04|0.0|-164486.88849981676|-164482.47414114804|-164477.9841077593|-164473.5192992772|-164469.07971570178
0.4|1.0|0.04|0.0|-164538.3599218941|-164534.23564965214|-164530.07354005022|-164525.91143044826|-164521.774545753
0.6|1.0|0.04|0.0|-164561.45472816832|-164557.29261856637|-164553.1052840578|-164548.9053370958|-164544.74322749386
0.8|1.0|0.04|0.0|-164128.62124318408|-164124.59787056886|-164120.511435687|-164116.45022571174|-164112.4142406432
1.0|1.0|0.04|0.0|-164280.45550368464|-164276.3564563494|-164272.2069592008|-164268.08268695886|-164263.95841471697
1.2|1.0|0.04|0.0|-164336.35320788395|-164332.30461036207|-164328.2055630268|-164324.13174059827|-164320.07053062305
1.4|1.0|0.04|0.0|-164380.92925560664|-164376.35093504452|-164371.72216466902|-164367.13123165353|-164362.54029863808
1.6|1.0|0.04|0.0|-164408.903677113|-164404.76679241774|-164400.5416205491|-164396.3668984938|-164392.17956398524
1.8|1.0|0.04|0.0|-164472.71846667796|-164468.90950576952|-164465.03748259437|-164461.1906843259|-164457.36911096415
2.0|1.0|0.04|0.0|-164473.68962558507|-164470.1329137434|-164466.5131396351|-164462.89336552672|-164459.3240412317
2.2|1.0|0.04|0.0|-164481.24534915749|-164477.285038809|-164473.27427864712|-164469.27613093858|-164465.2905956834
2.4|1.0|0.04|0.0|-164048.89516102767|-164045.01052539918|-164041.08805241072|-164037.1655794222|-164033.25571888706
2.6|1.0|0.04|0.0|-164393.26505312682|-164389.38041749832|-164385.4453320565|-164381.52285906798|-164377.62561098617
2.8|1.0|0.04|0.0|-164414.89541060355|-164411.41437348194|-164407.9081114536|-164404.37662451866|-164400.88297494367
3.0|1.0|0.04|0.0|-164187.68206369766|-164184.4532756428|-164181.1488128679|-164177.8569625464|-164174.6029495849
3.2|1.0|0.04|0.0|-164737.18964699827|-164733.1536619297|-164729.05461459447|-164724.9807921659|-164720.94480709737
3.4|1.0|0.04|0.0|-164074.37873137803|-164070.8220195364|-164067.1896329747|-164063.58247131968|-164059.98792211802
3.6|1.0|0.04|0.0|-164483.37741259878|-164479.48016451695|-164475.51985416844|-164471.58476872658|-164467.66229573812
3.8|1.0|0.04|0.0|-164345.82599648132|-164341.7017242394|-164337.5143897308|-164333.32705522215|-164329.16494562023
4.0|1.0|0.04|0.0|-164228.91279931975|-164225.17951313133|-164221.35793976954|-164217.58681622113|-164213.80308021937
4.2|1.0|0.04|0.0|-164438.18346599303|-164434.28621791123|-164430.3511324694|-164426.41604702757|-164422.49357403908
4.4|1.0|0.04|0.0|-164572.90537833623|-164568.81894345433|-164564.65683385238|-164560.5451740638|-164556.4335142752
4.6|1.0|0.04|0.0|-164454.10412777503|-164450.24471705325|-164446.32224406474|-164442.42499598293|-164438.5277479011
4.8|1.0|0.04|0.0|-164241.92581853797|-164237.86460856276|-164233.75294877417|-164229.66651389227|-164225.60530391702
5.0|1.0|0.04|0.0|-164167.83989039334|-164163.2237324712|-164158.54451228236|-164153.89051700017|-164149.23652171803
5.2|1.0|0.04|0.0|-164441.668864841|-164437.34279334563|-164432.95365958358|-164428.58975072822|-164424.2384543262
5.4|1.0|0.04|0.0|-164291.67417833896|-164287.25981967023|-164282.78239873482|-164278.31759025273|-164273.89061913066
5.6|1.0|0.04|0.0|-164150.40208848644|-164146.84537664478|-164143.20037762975|-164139.5806035214|-164135.99866677306
5.8|1.0|0.04|0.0|-164213.69424542206|-164209.9105094203|-164206.06371115183|-164202.24213779005|-164198.4205644283
6.0|1.0|0.04|0.0|-164341.9484724001|-164337.53411373138|-164333.0440803426|-164328.5792718605|-164324.13968828513
6.2|1.0|0.04|0.0|-164454.88680883413|-164450.52289997874|-164446.10854131004|-164441.6941826413|-164437.3050488793
6.4|1.0|0.04|0.0|-164364.65731764538|-164360.31863369673|-164355.92949993466|-164351.5655910793|-164347.20168222394
6.6|1.0|0.04|0.0|-164649.16904007134|-164645.70061540307|-164642.1691284681|-164638.65025398645|-164635.1566044115
6.8|1.0|0.04|0.0|-164865.96450051907|-164862.1177022506|-164858.1952292621|-164854.31059363365|-164850.4385704585
7.0|1.0|0.04|0.0|-164764.97139900975|-164760.75883959443|-164756.4958303658|-164752.25804604383|-164748.02026172186
