times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.5, 0.0)|(1.0, 0.52, 0.0)|(1.0, 0.54, 0.0)|(1.0, 0.56, 0.0)|(1.0, 0.58, 0.0)
0.0|1.0|0.54|0.0|-164492.1307967195|-164490.7434268522|-164489.3308320782|-164487.89301239752|-164486.49303007688
0.2|1.0|0.54|0.0|-164398.41393991068|-164396.66080889653|-164394.83200316236|-164393.04103478818|-164391.2374539607
0.4|1.0|0.54|0.0|-164181.8455036231|-164180.1554348756|-164178.42752876817|-164176.6996226607|-164174.9969414599
0.6|1.0|0.54|0.0|-164433.08458338238|-164431.3188399149|-164429.4900341807|-164427.6864533532|-164425.90809743237
0.8|1.0|0.54|0.0|-164508.91065285774|-164508.10345584402|-164507.2205841103|-164506.35032482987|-164505.5179029095
1.0|1.0|0.54|0.0|-164303.03757700176|-164301.52408260107|-164299.9349134803|-164298.37096926628|-164296.84486241222
1.2|1.0|0.54|0.0|-164311.26089657895|-164309.4447032981|-164307.5780602039|-164305.73664201636|-164303.9078362822
1.4|1.0|0.54|0.0|-164313.07708985978|-164311.17260940556|-164309.17984177795|-164307.2249115104|-164305.30781860283
1.6|1.0|0.54|0.0|-164196.49252182708|-164195.2060515865|-164193.8943564392|-164192.58266129193|-164191.29619105134
1.8|1.0|0.54|0.0|-164295.15866729437|-164293.50643590695|-164291.7911422528|-164290.10107350536|-164288.42361721123
2.0|1.0|0.54|0.0|-164273.90984839774|-164272.35851663703|-164270.7441226096|-164269.16756594222|-164267.57839682148
2.2|1.0|0.54|0.0|-164048.08189006377|-164045.710748836|-164043.30177024822|-164040.90540411376|-164038.52165043264
2.4|1.0|0.54|0.0|-164216.66681186997|-164214.7749438691|-164212.83262605485|-164210.90292069394|-164208.99844023972
2.6|1.0|0.54|0.0|-164417.57085600504|-164415.69160045747|-164413.77450754994|-164411.85741464235|-164409.96554664147
2.8|1.0|0.54|0.0|-164446.74346057864|-164445.22996617793|-164443.6407970572|-164442.0768528431|-164440.53813353574
3.0|1.0|0.54|0.0|-164521.99611447708|-164520.28082082293|-164518.48985244878|-164516.73672143463|-164514.98359042048
3.2|1.0|0.54|0.0|-164340.7851285271|-164339.12028468633|-164337.40499103218|-164335.68969737802|-164334.02485353727
3.4|1.0|0.54|0.0|-164257.9812084632|-164256.60645104924|-164255.15601891524|-164253.74342414126|-164252.33082936725
3.6|1.0|0.54|0.0|-164405.58951215315|-164403.836381139|-164402.02018785814|-164400.22921948397|-164398.4634760165
3.8|1.0|0.54|0.0|-164402.94577043242|-164400.8268782714|-164398.68276120373|-164396.55125658942|-164394.41975197507
4.0|1.0|0.54|0.0|-164575.20665813936|-164572.98686635165|-164570.72923720392|-164568.48422050956|-164566.23920381517
4.2|1.0|0.54|0.0|-164322.9945426409|-164320.92610029326|-164318.8072081323|-164316.70092842463|-164314.594648717
4.4|1.0|0.54|0.0|-164802.12113938053|-164800.33017100635|-164798.48875281884|-164796.67255953798|-164794.85636625713
4.6|1.0|0.54|0.0|-164768.9557392488|-164766.96297162122|-164764.90714172693|-164762.88914919263|-164760.8837691117
4.8|1.0|0.54|0.0|-164710.77841777875|-164709.00006185792|-164707.17125612372|-164705.35506284286|-164703.57670692206
5.0|1.0|0.54|0.0|-164499.99255856394|-164497.70970450956|-164495.3764006418|-164493.06832168074|-164490.77285517298
5.2|1.0|0.54|0.0|-164504.43324363086|-164502.0368774964|-164499.5900615486|-164497.1432456008|-164494.70904210635
5.4|1.0|0.54|0.0|-164435.27916197196|-164433.04675773092|-164430.7512912232|-164428.46843716878|-164426.21080802107
5.6|1.0|0.54|0.0|-164593.97486106437|-164591.4775953032|-164588.92987972868|-164586.40738906083|-164583.9101232997
5.8|1.0|0.54|0.0|-164716.9966224834|-164715.07952957583|-164713.12459930824|-164711.16966904065|-164709.2273512264
6.0|1.0|0.54|0.0|-164379.89096963292|-164377.97387672536|-164375.99372155112|-164374.03879128353|-164372.0964734693
6.2|1.0|0.54|0.0|-164593.62244895435|-164591.40265716665|-164589.14502801895|-164586.8873988712|-164584.6297697235
6.4|1.0|0.54|0.0|-164428.42454910968|-164426.4443939354|-164424.42640140114|-164422.39579641353|-164420.3904163326
6.6|1.0|0.54|0.0|-164342.0673839962|-164340.5538895955|-164338.96472047476|-164337.38816380737|-164335.83683204665
6.8|1.0|0.54|0.0|-164354.35791777322|-164352.20118825222|-164349.96878401117|-164347.74899222347|-164345.5670377958
7.0|1.0|0.54|0.0|-164293.64974393242|-164292.073187265|-164290.4083434242|-164288.78133694344|-164287.1795553694
7.2|1.0|0.54|0.0|-164069.79064349367|-164068.22669927962|-164066.59969279886|-164064.98529877144|-164063.3961296507
7.4|1.0|0.54|0.0|-163954.36209092272|-163952.89904633537|-163951.360327028|-163949.87205753394|-163948.38378803994
7.6|1.0|0.54|0.0|-163963.518732047|-163961.92956292626|-163960.28994399216|-163958.65032505806|-163957.03593103064
7.8|1.0|0.54|0.0|-163979.9753174074|-163978.07083695318|-163976.11590668562|-163974.1862013247|-163972.25649596378
8.0|1.0|0.54|0.0|-163848.52832870613|-163847.0400592121|-163845.47611499805|-163843.950008144|-163842.42390128993
8.2|1.0|0.54|0.0|-164128.47434302326|-164126.2923885956|-164124.04737190122|-164121.81496766018|-164119.59517587247
8.4|1.0|0.54|0.0|-163937.15237720974|-163935.32357147554|-163933.43170347466|-163931.55244792716|-163929.7110297396
8.6|1.0|0.54|0.0|-163924.98820265397|-163923.1720093731|-163921.29275382558|-163919.42611073138|-163917.59730499718
8.8|1.0|0.54|0.0|-164124.33302462345|-164122.93304230282|-164121.4573852621|-164120.01956558143|-164118.58174590077
9.0|1.0|0.54|0.0|-163962.07381241448|-163960.40896857373|-163958.68106246623|-163956.97838126542|-163955.27570006464
9.2|1.0|0.54|0.0|-164127.96706854377|-164126.39051187638|-164124.75089294228|-164123.12388646152|-164121.53471734078
9.4|1.0|0.54|0.0|-164283.05436990535|-164281.2003392645|-164279.29585881028|-164277.4039908094|-164275.53734771517
9.6|1.0|0.54|0.0|-164310.94050423836|-164309.08647359748|-164307.15676823657|-164305.25228778238|-164303.36041978147
9.8|1.0|0.54|0.0|-164108.18270435717|-164106.30344880963|-164104.38635590207|-164102.4692629945|-164100.57739499366
10.0|1.0|0.54|0.0|-164345.11321312987|-164343.221345129|-164341.26641486143|-164339.31148459384|-164337.40700413965
10.2|1.0|0.54|0.0|-163922.86531292548|-163921.099569458|-163919.28337617716|-163917.4671828963|-163915.7014394288
10.4|1.0|0.54|0.0|-164271.3633931274|-164269.57242475322|-164267.7310065657|-164265.9022008315|-164264.09862000402
10.6|1.0|0.54|0.0|-164464.5861782841|-164462.87088463|-164461.0799162558|-164459.32678524166|-164457.5736542275
10.8|1.0|0.54|0.0|-164485.57415502402|-164483.69489947648|-164481.76519411558|-164479.8733261147|-164477.98145811382
11.0|1.0|0.54|0.0|-164486.41918939774|-164483.98498590328|-164481.46249523544|-164478.96522947427|-164476.4931886198
11.2|1.0|0.54|0.0|-164947.53069451154|-164945.48747707062|-164943.38119736296|-164941.300142562|-164939.23170021438
11.4|1.0|0.54|0.0|-164858.1030665716|-164855.76976270386|-164853.3733965694|-164851.00225534162|-164848.63111411384
11.6|1.0|0.54|0.0|-164537.9611634624|-164535.89272111474|-164533.7864414071|-164531.68016169945|-164529.61171935184
11.8|1.0|0.54|0.0|-164449.99008508972|-164447.58110650192|-164445.1342905541|-164442.70008705964|-164440.26588356518
12.0|1.0|0.54|0.0|-164504.96312217027|-164503.08386662274|-164501.14154880852|-164499.22445590093|-164497.3073629934
12.2|1.0|0.54|0.0|-164408.90613608033|-164407.10255525282|-164405.26113706527|-164403.41971887776|-164401.5909131436
12.4|1.0|0.54|0.0|-164136.67959503687|-164134.93907647606|-164133.1102707419|-164131.3193023677|-164129.54094644688
12.6|1.0|0.54|0.0|-164161.52612811513|-164159.54597294086|-164157.5027554999|-164155.48476296564|-164153.47938288472
12.8|1.0|0.54|0.0|-164360.03397709894|-164358.17994645808|-164356.2880784572|-164354.39621045633|-164352.5295673621
13.0|1.0|0.54|0.0|-164243.78289802212|-164241.7144556745|-164239.58295106015|-164237.47667135252|-164235.38300409823
13.2|1.0|0.54|0.0|-164039.52009608402|-164038.2966881101|-164037.02283032285|-164035.77419744225|-164034.53817701503
13.4|1.0|0.54|0.0|-163958.66217122658|-163957.21173909254|-163955.68563223848|-163954.1847502911|-163952.70909325042
13.6|1.0|0.54|0.0|-163861.596730328|-163859.30126382023|-163856.9427350458|-163854.60943117808|-163852.30135221698
13.8|1.0|0.54|0.0|-164038.58728803715|-164036.38010870278|-164034.12247955505|-164031.8774628607|-164029.64505861964
14.0|1.0|0.54|0.0|-163890.8159363819|-163889.0501929144|-163887.20877472687|-163885.39258144604|-163883.57638816518
14.2|1.0|0.54|0.0|-164249.36071037565|-164247.91027824164|-164246.43462120096|-164244.93373925358|-164243.47069466623
14.4|1.0|0.54|0.0|-164168.66248454773|-164166.7201667335|-164164.71478665256|-164162.7346314783|-164160.75447630405
14.6|1.0|0.54|0.0|-164264.03672619013|-164262.33404498934|-164260.56830152182|-164258.82778296102|-164257.09987685355
14.8|1.0|0.54|0.0|-164385.28314761183|-164383.6687535844|-164382.00390974362|-164380.33906590287|-164378.72467187542
15.0|1.0|0.54|0.0|-164360.4665795912|-164358.68822367035|-164356.84680548284|-164355.01799974864|-164353.22703137447
15.2|1.0|0.54|0.0|-164553.36421521893|-164551.2074856979|-164549.00030636357|-164546.83096438923|-164544.6616224149
15.4|1.0|0.54|0.0|-164181.48418618826|-164179.76889253416|-164178.00314906664|-164176.23740559918|-164174.49688703835
15.6|1.0|0.54|0.0|-164119.20389159926|-164117.51382285182|-164115.76069183764|-164114.0075608235|-164112.29226716934
15.8|1.0|0.54|0.0|-164688.32594433273|-164686.14398990505|-164683.93681057068|-164681.72963123632|-164679.54767680864
16.0|1.0|0.54|0.0|-164424.9168925458|-164423.02502454488|-164421.07009427733|-164419.12777646308|-164417.22329600886
16.2|1.0|0.54|0.0|-164319.12965699614|-164317.57832523546|-164315.926093848|-164314.32431227394|-164312.7351431532
16.4|1.0|0.54|0.0|-164283.42724721407|-164281.34619241307|-164279.21468779878|-164277.10840809112|-164275.00212838346
16.6|1.0|0.54|0.0|-164327.88441181855|-164326.24479288448|-164324.55472413698|-164322.88988029622|-164321.22503645543
16.8|1.0|0.54|0.0|-164628.37480850698|-164626.81086429293|-164625.1964702655|-164623.60730114477|-164622.0433569307
17.0|1.0|0.54|0.0|-164238.74202712445|-164236.64835987013|-164234.47901789582|-164232.34751328148|-164230.21600866714
17.2|1.0|0.54|0.0|-164433.27650742844|-164431.32157716088|-164429.31619707996|-164427.33604190568|-164425.3811116381
17.4|1.0|0.54|0.0|-164428.99786233724|-164427.08076942965|-164425.0880018021|-164423.10784662783|-164421.15291636027
17.6|1.0|0.54|0.0|-164319.23362356113|-164318.01021558724|-164316.72374534665|-164315.46250001274|-164314.21386713214
17.8|1.0|0.54|0.0|-164119.28595165486|-164117.53282064068|-164115.71662735986|-164113.92565898568|-164112.1599155182
18.0|1.0|0.54|0.0|-164154.8152327114|-164152.99903943058|-164151.15762124304|-164149.31620305552|-164147.50000977467
18.2|1.0|0.54|0.0|-164036.79142091397|-164035.01306499314|-164033.17164680563|-164031.35545352477|-164029.5392602439
18.4|1.0|0.54|0.0|-164363.1557743674|-164361.04949465973|-164358.8801526854|-164356.73603561774|-164354.6045310034
18.6|1.0|0.54|0.0|-164529.74987973316|-164528.0219736257|-164526.23100525152|-164524.46526178403|-164522.72474322325
18.8|1.0|0.54|0.0|-164448.31489063517|-164446.27167319422|-164444.20323084656|-164442.1474009523|-164440.1041835113
19.0|1.0|0.54|0.0|-164467.13267101726|-164465.08945357634|-164462.9705614153|-164460.88950661436|-164458.82106426673
19.2|1.0|0.54|0.0|-164412.4625926929|-164410.67162431873|-164408.8302061312|-164406.98878794367|-164405.17259466284
19.4|1.0|0.54|0.0|-164302.50590403625|-164301.1437590756|-164299.7185518483|-164298.331181981|-164296.94381211366
19.6|1.0|0.54|0.0|-164519.824635692|-164518.1471793979|-164516.40666083706|-164514.70397963628|-164513.0012984355
19.8|1.0|0.54|0.0|-163971.12717575533|-163969.2857575678|-163967.40650202025|-163965.5524713794|-163963.68582828518
20.0|1.0|0.54|0.0|-163859.0655278364|-163856.83312359537|-163854.53765708764|-163852.25480303323|-163849.99717388552
20.2|1.0|0.54|0.0|-163991.5467377115|-163989.46568291052|-163987.32156584287|-163985.1774487752|-163983.0837815209
20.4|1.0|0.54|0.0|-163875.983159383|-163873.4732811685|-163870.91295314065|-163868.37785001943|-163865.84274689827
20.6|1.0|0.54|0.0|-163925.6888379928|-163923.63300809852|-163921.5267283909|-163919.43306113657|-163917.37723124228
20.8|1.0|0.54|0.0|-164303.73794972032|-164301.51815793265|-164299.27314123826|-164297.0281245439|-164294.80833275616
21.0|1.0|0.54|0.0|-164125.1203855304|-164122.86275638267|-164120.54206496826|-164118.2339860072|-164115.9511319528
21.2|1.0|0.54|0.0|-164333.57901432092|-164331.46012215994|-164329.29078018558|-164327.1088257579|-164324.96470869024
21.4|1.0|0.54|0.0|-164566.15677277563|-164564.34057949478|-164562.47393640058|-164560.60729330636|-164558.79110002553
21.6|1.0|0.54|0.0|-164459.27884317914|-164456.92031440474|-164454.51133581693|-164452.1275821358|-164449.75644090804
21.8|1.0|0.54|0.0|-164507.9250757085|-164505.81879600085|-164503.64945402648|-164501.4927245055|-164499.36121989117
22.0|1.0|0.54|0.0|-164016.6011219474|-164014.9993403733|-164013.33449653254|-164011.66965269175|-164010.042646211
22.2|1.0|0.54|0.0|-164515.53716359328|-164513.49394615233|-164511.400278898|-164509.34444900372|-164507.28861910943
22.4|1.0|0.54|0.0|-164316.07636908122|-164314.60071204053|-164313.0872176398|-164311.58633569247|-164310.09806619844
22.6|1.0|0.54|0.0|-164533.5718416634|-164531.2259253423|-164528.8169467545|-164526.44580552672|-164524.08727675228
22.8|1.0|0.54|0.0|-164559.30255096045|-164557.0070844527|-164554.6611681316|-164552.35308917053|-164550.0576226628
23.0|1.0|0.54|0.0|-164523.6070082305|-164521.1980296427|-164518.7512136949|-164516.32962265375|-164513.90803161263
23.2|1.0|0.54|0.0|-164522.82503612345|-164520.31515790895|-164517.76744233444|-164515.2197267599|-164512.7098485454
23.4|1.0|0.54|0.0|-164525.8126869874|-164523.80730690647|-164521.71363965215|-164519.67042221123|-164517.6398172236
23.6|1.0|0.54|0.0|-164668.82115675474|-164666.26082872687|-164663.6374384323|-164661.0266605911|-164658.4537201099
23.8|1.0|0.54|0.0|-164315.29499811423|-164312.82295725975|-164310.30046659193|-164307.7779759241|-164305.3059350696
24.0|1.0|0.54|0.0|-164376.969894943|-164375.3302760089|-164373.62759480812|-164371.950138514|-164370.2852946732
24.2|1.0|0.54|0.0|-164559.41495200683|-164557.2203851258|-164554.9627559781|-164552.71773928372|-164550.497947496
24.4|1.0|0.54|0.0|-164198.4843747986|-164196.8447558645|-164195.12946221037|-164193.4393934629|-164191.77454962212
24.6|1.0|0.54|0.0|-164550.6378341817|-164548.51894202072|-164546.3622124997|-164544.19287052532|-164542.0487534577
24.8|1.0|0.54|0.0|-164370.25452652425|-164369.01850609705|-164367.7194234031|-164366.45817806918|-164365.20954518858
25.0|1.0|0.54|0.0|-164398.4010370123|-164396.40826938473|-164394.36505194378|-164392.3218345028|-164390.30384196853
25.2|1.0|0.54|0.0|-164466.9634658235|-164464.56709968904|-164462.09505883456|-164459.64824288676|-164457.22665184565
25.4|1.0|0.54|0.0|-164206.2660421466|-164203.92012582553|-164201.52375969107|-164199.1273935566|-164196.7688647822
25.6|1.0|0.54|0.0|-164240.03258491048|-164238.29206634965|-164236.48848552216|-164234.697517148|-164232.91916122715
25.8|1.0|0.54|0.0|-164103.06845314862|-164101.45405912117|-164099.77660282707|-164098.11175898628|-164096.48475250555
26.0|1.0|0.54|0.0|-164119.9024648306|-164117.909697203|-164115.86647976204|-164113.83587477444|-164111.81788224017
26.2|1.0|0.54|0.0|-164277.64430101597|-164276.0425194419|-164274.39028805445|-164272.738056667|-164271.11105018624
26.4|1.0|0.54|0.0|-164183.4941953039|-164181.55187748972|-164179.54649740874|-164177.55372978118|-164175.59879951357
26.6|1.0|0.54|0.0|-164078.4501459608|-164076.78530212003|-164075.04478355922|-164073.3421023584|-164071.6646460643
26.8|1.0|0.54|0.0|-164383.16999293055|-164381.79523551656|-164380.37002828924|-164378.95743351523|-164377.57006364793
27.0|1.0|0.54|0.0|-164246.12022228874|-164244.31664146125|-164242.44999836702|-164240.59596772617|-164238.75454953863
27.2|1.0|0.54|0.0|-164287.07252569895|-164285.15543279142|-164283.1626651638|-164281.22034734956|-164279.27802953534
27.4|1.0|0.54|0.0|-164272.78494276377|-164270.91829966957|-164269.001206762|-164267.08411385445|-164265.21747076022
27.6|1.0|0.54|0.0|-164270.16303278867|-164268.51080140125|-164266.7955077471|-164265.09282654632|-164263.40275779887
27.8|1.0|0.54|0.0|-164114.2711804036|-164112.39192485603|-164110.46221949512|-164108.5451265876|-164106.64064613334
28.0|1.0|0.54|0.0|-164158.28361277757|-164156.30345760332|-164154.27285261572|-164152.2422476281|-164150.2494800005
28.2|1.0|0.54|0.0|-164499.94543472945|-164497.68780558172|-164495.37972662065|-164493.09687256627|-164490.8014060585
