A,B,C,Equation,RMSE
36.03558092689186,-9.729606792971026,-164557.45639007073,U = 36.0356*lambda^2 + -9.7296*lambda + -164557.4564,0.0053933119005376345
27.026685727928722,5.189123657910386,-164204.67834124548,U = 27.0267*lambda^2 + 5.1891*lambda + -164204.6783,0.008943795982053143
33.78335711631141,-1.2702541608159663,-164755.3885948444,U = 33.7834*lambda^2 + -1.2703*lambda + -164755.3886,0.0076272948460237334
38.28780474967261,-13.27010264286946,-164748.31949491808,U = 38.2878*lambda^2 + -13.2701*lambda + -164748.3195,0.00884157781975817
22.52223807694235,9.117002031736774,-164643.09787026342,U = 22.5222*lambda^2 + 9.1170*lambda + -164643.0979,0.008841577808133572
31.531133326949767,0.630622700904496,-164637.11242931773,U = 31.5311*lambda^2 + 0.6306*lambda + -164637.1124,0.009438295850053671
31.53113332275486,-3.1531132945528952,-164901.09413316144,U = 31.5311*lambda^2 + -3.1531*lambda + -164901.0941,0.00943829583760835
33.783357167374604,-21.071805985673564,-164653.7318514909,U = 33.7834*lambda^2 + -21.0718*lambda + -164653.7319,0.007627294850148813
36.03558094575801,-8.468361489402014,-164719.74919013312,U = 36.0356*lambda^2 + -8.4684*lambda + -164719.7492,0.005393311908315961
27.02668571433292,4.810750079501304,-164759.68259970655,U = 27.0267*lambda^2 + 4.8108*lambda + -164759.6826,0.008943795989557954
27.026685707803274,-4.7747144473250955,-164726.15925361606,U = 27.0267*lambda^2 + -4.7747*lambda + -164726.1593,0.004044983933959384
31.531133327897194,-7.693596505065216,-164828.86106110754,U = 31.5311*lambda^2 + -7.6936*lambda + -164828.8611,0.005044981333776378
29.27890952924781,10.225096112902975,-164729.38650290857,U = 29.2789*lambda^2 + 10.2251*lambda + -164729.3865,0.006741639887339532
29.278909497285948,2.6576241610600846,-164812.40167080818,U = 29.2789*lambda^2 + 2.6576*lambda + -164812.4017,0.006741639879561206
29.278909494221246,6.189111101441085,-164887.6328521488,U = 29.2789*lambda^2 + 6.1891*lambda + -164887.6329,0.012648437577580886
22.522238060490803,-3.495451280978159,-165009.96452575995,U = 22.5222*lambda^2 + -3.4955*lambda + -165009.9645,0.006324218788956277
22.522238061189686,32.70228980097454,-164733.6794957172,U = 22.5222*lambda^2 + 32.7023*lambda + -164733.6795,0.008089967878808425
31.53113331247444,30.269888071503374,-164932.9991902404,U = 31.5311*lambda^2 + 30.2699*lambda + -164932.9992,0.00943829584694234
33.78335716656917,-22.20692678532214,-164570.66359755304,U = 33.7834*lambda^2 + -22.2069*lambda + -164570.6636,0.0026966559611584745
29.27890952985887,-6.423342296111514,-164556.07087239577,U = 29.2789*lambda^2 + -6.4233*lambda + -164556.0709,0.007627294837498568
27.02668573051073,6.702618054419872,-164783.45448136725,U = 27.0267*lambda^2 + 6.7026*lambda + -164783.4545,0.008943795985805547
31.53113332064381,-11.855706094444031,-164487.0366506992,U = 31.5311*lambda^2 + -11.8557*lambda + -164487.0367,0.014269362066812882
27.026685713330448,10.234105017079855,-164364.02240778017,U = 27.0267*lambda^2 + 10.2341*lambda + -164364.0224,0.008943795993310358
29.27890951792405,6.441360129945679,-164652.89207483415,U = 29.2789*lambda^2 + 6.4414*lambda + -164652.8921,0.0067416398873395315
29.278909526114056,0.7657561140367761,-164826.73806190083,U = 29.2789*lambda^2 + 0.7658*lambda + -164826.7381,0.006741639882672536
36.03558092672847,-10.36022946012963,-164807.28258646987,U = 36.0356*lambda^2 + -10.3602*lambda + -164807.2826,0.005393311912982955
