A,B,C,Equation,RMSE
-4.5044476089279675,70.50361414570943,-164182.22599932394,U = -4.5044*lambda^2 + 70.5036*lambda + -164182.2260,0.011440942279073295
4.504447655002185,34.684246625271044,-163882.42762307922,U = 4.5044*lambda^2 + 34.6842*lambda + -163882.4276,0.008943795982991243
6.756671422590342,37.26979963298072,-163831.7886428703,U = 6.7567*lambda^2 + 37.2698*lambda + -163831.7886,0.01293270762550564
4.504447605418573,50.95431151660159,-164025.98950370945,U = 4.5044*lambda^2 + 50.9543*lambda + -164025.9895,0.011984201196089781
-2.2522237910403513,47.48588678894157,-163760.77699700234,U = -2.2522*lambda^2 + 47.4859*lambda + -163760.7770,0.012648437589852636
4.504447608501737,34.81037123790884,-163932.5456083329,U = 4.5044*lambda^2 + 34.8104*lambda + -163932.5456,0.008943795983225769
4.504447607720837,29.00864270272723,-163665.92068718653,U = 4.5044*lambda^2 + 29.0086*lambda + -163665.9207,0.008943795974313806
6.756671434202672,31.34194654392195,-163860.63606609587,U = 6.7567*lambda^2 + 31.3419*lambda + -163860.6361,0.01078662381585409
1.38544299668295e-08,51.08043600014935,-163913.64836960696,U = 0.0000*lambda^2 + 51.0804*lambda + -163913.6484,0.010089962682104669
2.2522238183459087,57.57584948006843,-163979.19324616698,U = 2.2522*lambda^2 + 57.5758*lambda + -163979.1932,0.01103654014490928
1.45584741116934e-08,43.89133759535616,-163975.58932770925,U = 0.0000*lambda^2 + 43.8913*lambda + -163975.5893,0.0035673405182466843
4.504447608021175,32.66625417074829,-164033.52943254515,U = 4.5044*lambda^2 + 32.6663*lambda + -164033.5294,0.011440942283473381
1.506638729066225e-08,51.458809598654625,-163921.47794199185,U = 0.0000*lambda^2 + 51.4588*lambda + -163921.4779,0.013347765989135452
11.26111908231422,40.67516196903307,-163780.0319643572,U = 11.2611*lambda^2 + 40.6752*lambda + -163780.0320,0.01250387927386673
6.756671433555667,32.72931641236937,-164320.5316276981,U = 6.7567*lambda^2 + 32.7293*lambda + -164320.5316,0.016403117788280387
2.2522238310454172,41.179660117748426,-164052.72196733856,U = 2.2522*lambda^2 + 41.1797*lambda + -164052.7220,0.01103654015137114
4.50444761217042,43.38683950211271,-164205.1573517061,U = 4.5044*lambda^2 + 43.3868*lambda + -164205.1574,0.011984201196264805
-4.504447624800636,60.161402434750926,-164177.71301359232,U = -4.5044*lambda^2 + 60.1614*lambda + -164177.7130,0.014831607753136938
-3.841775981417606e-08,38.46798274987668,-163834.8920757284,U = -0.0000*lambda^2 + 38.4680*lambda + -163834.8921,0.01008996266173199
2.2522238164839536,20.3691121332522,-164097.49403636,U = 2.2522*lambda^2 + 20.3691*lambda + -164097.4940,0.011036540148330266
4.50444759734901,21.188921650493285,-164013.21245165294,U = 4.5044*lambda^2 + 21.1889*lambda + -164013.2125,0.012503879261285355
-2.252223798227797,35.251807062348234,-164374.2448281837,U = -2.2522*lambda^2 + 35.2518*lambda + -164374.2448,0.015781774353103364
-4.504447590002807,39.85535249892564,-164371.41478396973,U = -4.5044*lambda^2 + 39.8554*lambda + -164371.4148,0.008201558896825565
11.261119054624025,22.63935374066932,-164419.57886160666,U = 11.2611*lambda^2 + 22.6394*lambda + -164419.5789,0.014831607752146972
2.252223855093861,49.503879281139234,-164386.8070231755,U = 2.2522*lambda^2 + 49.5039*lambda + -164386.8070,0.011598755820875587
4.5044475994395645,62.55776859895559,-164474.07442755552,U = 4.5044*lambda^2 + 62.5578*lambda + -164474.0744,0.00894379598369482
11.261119091071125,1.7026811362302396,-164173.93942614907,U = 11.2611*lambda^2 + 1.7027*lambda + -164173.9394,0.008201558896825566
-2.2522237923382025,26.67533878129325,-164172.69452577896,U = -2.2522*lambda^2 + 26.6753*lambda + -164172.6945,0.012648437589520967
4.5044476310228445,21.945668793312507,-164275.63656714017,U = 4.5044*lambda^2 + 21.9457*lambda + -164275.6366,0.011984201191889155
11.261119083678754,22.260980091581587,-164216.12217249366,U = 11.2611*lambda^2 + 22.2610*lambda + -164216.1222,0.01144094227467321
6.756671430866116,50.00837749194761,-164260.2502540189,U = 6.7567*lambda^2 + 50.0084*lambda + -164260.2503,0.010786623827910492
9.00889524490655,20.684423471830087,-164440.4486991429,U = 9.0089*lambda^2 + 20.6844*lambda + -164440.4487,0.010786623827132661
2.2522238188426873,60.85508734812902,-164292.73974757458,U = 2.2522*lambda^2 + 60.8551*lambda + -164292.7397,0.011598755830641077
9.008895260673905,51.9633077266335,-164175.05280740946,U = 9.0089*lambda^2 + 51.9633*lambda + -164175.0528,0.01433292300811744
1.1524639495421451e-08,71.386485879877,-164474.4296075546,U = 0.0000*lambda^2 + 71.3865*lambda + -164474.4296,0.007134681020029756
2.2522238213295807,44.332773469228414,-164715.64013753206,U = 2.2522*lambda^2 + 44.3328*lambda + -164715.6401,0.01103654014928054
-2.6588377548393837e-08,82.485444883132,-164406.47786243376,U = -0.0000*lambda^2 + 82.4854*lambda + -164406.4779,0.014269362056523124
6.756671426689541,26.801463354131556,-164361.57432835898,U = 6.7567*lambda^2 + 26.8015*lambda + -164361.5743,0.009534118563511034
2.2522238221758553,43.071528133936226,-164355.1519404003,U = 2.2522*lambda^2 + 43.0715*lambda + -164355.1519,0.011036540153651799
2.2522238227554654,60.47671374041238,-164411.6325163905,U = 2.2522*lambda^2 + 60.4767*lambda + -164411.6325,0.014521936746625547
6.756671463987879,21.504232888444676,-164522.8441912388,U = 6.7567*lambda^2 + 21.5042*lambda + -164522.8442,0.012932707637832027
2.252223831424271,57.0713513247465,-164518.68636885786,U = 2.2522*lambda^2 + 57.0714*lambda + -164518.6864,0.011598755824673276
11.261119042826865,23.774474561447278,-164612.85058515472,U = 11.2611*lambda^2 + 23.7745*lambda + -164612.8506,0.008201558901429063
11.261119072805005,9.90077583794482,-164350.53306305682,U = 11.2611*lambda^2 + 9.9008*lambda + -164350.5331,0.008201558905776807
-3.563479028821483e-08,25.72940487258893,-164668.68932241423,U = -0.0000*lambda^2 + 25.7294*lambda + -164668.6893,0.014269362056523125
6.7566714211215455,8.387281488787266,-164628.49042862587,U = 6.7567*lambda^2 + 8.3873*lambda + -164628.4904,0.013415693980701787
9.008895262508323,-0.12612456754141022,-164485.90318425928,U = 9.0089*lambda^2 + -0.1261*lambda + -164485.9032,0.01519488461474324
2.2522238029603843,18.477244154913933,-164563.0435317447,U = 2.2522*lambda^2 + 18.4772*lambda + -164563.0435,0.011036540150610922
2.2522238112632604,52.15249455708545,-164878.9121188988,U = 2.2522*lambda^2 + 52.1525*lambda + -164878.9121,0.0076272948292484075
6.7566714491924404,38.90941852159449,-164472.2201796006,U = 6.7567*lambda^2 + 38.9094*lambda + -164472.2202,0.010786623815854088
2.25222380462278,31.594195624638814,-164757.76294857368,U = 2.2522*lambda^2 + 31.5942*lambda + -164757.7629,0.004471897999821272
9.008895205041663,10.342211801194935,-164686.71041092224,U = 9.0089*lambda^2 + 10.3422*lambda + -164686.7104,0.014332923004751513
-2.2522238234337175,52.65699271266931,-164469.54855260559,U = -2.2522*lambda^2 + 52.6570*lambda + -164469.5486,0.009144805270272824
