times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.96, 0.0)|(1.0, 0.98, 0.0)|(1.0, 1.0, 0.0)
19.4|1.0|1.0|0.0|0|-4.244090545575895|-8.48818109115179
19.6|1.0|1.0|0.0|0|-0.8450343778822579|-1.6900687557645158
19.8|1.0|1.0|0.0|0|-2.1567295260512056|-4.313459052102411
20.0|1.0|1.0|0.0|0|-2.86933313373331|-5.73866626746662
20.2|1.0|1.0|0.0|0|-2.2387104645124074|-4.477420929024815
20.4|1.0|1.0|0.0|0|-1.2297142005953368|-2.4594284011906735
20.6|1.0|1.0|0.0|0|-0.9711589079839186|-1.9423178159678371
20.8|1.0|1.0|0.0|0|-3.8720231767770055|-7.744046353554011
21.0|1.0|1.0|0.0|0|-2.6675338798126926|-5.335067759625385
21.2|1.0|1.0|0.0|0|-1.620700252813987|-3.241400505627974
21.4|1.0|1.0|0.0|0|-2.169341974600104|-4.338683949200208
21.6|1.0|1.0|0.0|0|-5.095431150390072|-10.190862300780145
21.8|1.0|1.0|0.0|0|-1.135120802136954|-2.270241604273908
22.0|1.0|1.0|0.0|0|-1.6774562960743802|-3.3549125921487604
22.2|1.0|1.0|0.0|0|-2.0558298965531887|-4.111659793106377
22.4|1.0|1.0|0.0|0|-1.4945757146010887|-2.9891514292021775
22.6|1.0|1.0|0.0|0|-1.027914946883394|-2.055829893766788
22.8|1.0|1.0|0.0|0|-1.891867999870157|-3.783735999740314
23.0|1.0|1.0|0.0|0|-1.7783559202548365|-3.556711840509673
23.2|1.0|1.0|0.0|0|-1.5702504407768734|-3.1405008815537467
23.4|1.0|1.0|0.0|0|-2.017992532785576|-4.035985065571152
23.6|1.0|1.0|0.0|0|-2.257629147802365|-4.51525829560473
23.8|1.0|1.0|0.0|0|-1.929705359873189|-3.859410719746378
24.0|1.0|1.0|0.0|0|-1.94231781547249|-3.88463563094498
24.2|1.0|1.0|0.0|0|-1.664843840815012|-3.329687681630024
24.4|1.0|1.0|0.0|0|-2.6044716107397132|-5.2089432214794265
24.6|1.0|1.0|0.0|0|-2.3333038681329366|-4.666607736265873
24.8|1.0|1.0|0.0|0|-2.0810547986874024|-4.162109597374805
25.0|1.0|1.0|0.0|0|-2.51618443812564|-5.03236887625128
25.2|1.0|1.0|0.0|0|-1.4315134540697922|-2.8630269081395845
25.4|1.0|1.0|0.0|0|-2.017992533535873|-4.035985067071746
25.6|1.0|1.0|0.0|0|-2.8188833192799962|-5.6377666385599925
25.8|1.0|1.0|0.0|0|-2.0306049905272103|-4.061209981054421
26.0|1.0|1.0|0.0|0|-3.0143763509145383|-6.0287527018290765
26.2|1.0|1.0|0.0|0|-1.5639442183054066|-3.1278884366108133
26.4|1.0|1.0|0.0|0|-2.6170840693637754|-5.234168138727551
26.6|1.0|1.0|0.0|0|-2.188260653412437|-4.376521306824874
26.8|1.0|1.0|0.0|0|-1.355838737273299|-2.711677474546598
27.0|1.0|1.0|0.0|0|-1.8035808300451042|-3.6071616600902083
27.2|1.0|1.0|0.0|0|-1.7279061066618322|-3.4558122133236644
27.4|1.0|1.0|0.0|0|-3.190950696185467|-6.381901392370934
27.6|1.0|1.0|0.0|0|-1.4189009979466223|-2.8378019958932446
27.8|1.0|1.0|0.0|0|-2.0936672528466462|-4.1873345056932925
28.0|1.0|1.0|0.0|0|-0.933321543651983|-1.866643087303966
28.2|1.0|1.0|0.0|0|-2.8567206812551036|-5.713441362510207
28.4|1.0|1.0|0.0|0|-3.544099388344915|-7.08819877668983
28.6|1.0|1.0|0.0|0|-3.4936495774102543|-6.987299154820509
28.8|1.0|1.0|0.0|0|-2.0432174413101185|-4.086434882620237
29.0|1.0|1.0|0.0|0|-2.7558210520682067|-5.511642104136413
29.2|1.0|1.0|0.0|0|-1.5324130798174898|-3.0648261596349795
29.4|1.0|1.0|0.0|0|-2.8882518144411757|-5.7765036288823515
29.6|1.0|1.0|0.0|0|-2.667533882009741|-5.335067764019482
29.8|1.0|1.0|0.0|0|-2.0684423468259063|-4.136884693651813
30.0|1.0|1.0|0.0|0|-3.2540129616030056|-6.508025923206011
30.2|1.0|1.0|0.0|0|-2.1567295182336257|-4.313459036467251
30.4|1.0|1.0|0.0|0|-2.3585287716949845|-4.717057543389969
30.6|1.0|1.0|0.0|0|-1.1477332532539741|-2.2954665065079483
30.8|1.0|1.0|0.0|0|-1.1035896669817167|-2.2071793339634334
31.0|1.0|1.0|0.0|0|-3.020682575050453|-6.041365150100906
31.2|1.0|1.0|0.0|0|-2.4089785872463856|-4.817957174492771
31.4|1.0|1.0|0.0|0|-2.04321744522633|-4.08643489045266
31.6|1.0|1.0|0.0|0|-2.566634251403159|-5.133268502806318
31.8|1.0|1.0|0.0|0|-1.9297053611243626|-3.8594107222487253
32.0|1.0|1.0|0.0|0|-2.5918591637481607|-5.183718327496321
32.2|1.0|1.0|0.0|0|-1.683762520863967|-3.367525041727934
32.4|1.0|1.0|0.0|0|-2.219791787241995|-4.43958357448399
32.6|1.0|1.0|0.0|0|-2.516184441968801|-5.032368883937602
32.8|1.0|1.0|0.0|0|-2.4531221766592375|-4.906244353318475
33.0|1.0|1.0|0.0|0|-1.3180013738156424|-2.636002747631285
33.2|1.0|1.0|0.0|0|-2.516184443070381|-5.032368886140762
33.4|1.0|1.0|0.0|0|-3.468424667432849|-6.936849334865698
33.6|1.0|1.0|0.0|0|-2.875639357801704|-5.751278715603408
33.8|1.0|1.0|0.0|0|-2.3396100951850554|-4.679220190370111
34.0|1.0|1.0|0.0|0|-1.778355920805772|-3.556711841611544
34.2|1.0|1.0|0.0|0|-1.8603368701736342|-3.7206737403472685
34.4|1.0|1.0|0.0|0|-3.2918503234282284|-6.583700646856457
34.6|1.0|1.0|0.0|0|-1.0657523082740963|-2.1315046165481926
34.8|1.0|1.0|0.0|0|-2.1062797079386675|-4.212559415877335
35.0|1.0|1.0|0.0|0|-2.844108230862478|-5.688216461724956
35.2|1.0|1.0|0.0|0|-2.5161844416087864|-5.032368883217573
35.4|1.0|1.0|0.0|0|-3.2035631452640545|-6.407126290528109
35.6|1.0|1.0|0.0|0|-2.9323954033918587|-5.864790806783717
35.8|1.0|1.0|0.0|0|-2.1693419741670388|-4.3386839483340776
36.0|1.0|1.0|0.0|0|-1.393676094201802|-2.787352188403604
36.2|1.0|1.0|0.0|0|-3.2918503212355454|-6.583700642471091
36.4|1.0|1.0|0.0|0|-1.128814574620047|-2.257629149240094
36.6|1.0|1.0|0.0|0|-2.6864525640243686|-5.372905128048737
36.8|1.0|1.0|0.0|0|-2.5792467080711527|-5.1584934161423055
37.0|1.0|1.0|0.0|0|-2.377447454179057|-4.754894908358114
37.2|1.0|1.0|0.0|0|-2.743208600752116|-5.486417201504232
37.4|1.0|1.0|0.0|0|-2.6549214325926758|-5.3098428651853515
37.6|1.0|1.0|0.0|0|-1.355838734462742|-2.711677468925484
37.8|1.0|1.0|0.0|0|-3.5188744796710703|-7.0377489593421405
38.0|1.0|1.0|0.0|0|-2.8441082279855645|-5.688216455971129
38.2|1.0|1.0|0.0|0|-2.2702416001682306|-4.540483200336461
38.4|1.0|1.0|0.0|0|-1.545025537810872|-3.090051075621744
38.6|1.0|1.0|0.0|0|-2.181954424686557|-4.363908849373114
38.8|1.0|1.0|0.0|0|-1.6207002510761972|-3.2414005021523944
39.0|1.0|1.0|0.0|0|-3.46842466956907|-6.93684933913814
39.2|1.0|1.0|0.0|0|-3.077438617730225|-6.15487723546045
39.4|1.0|1.0|0.0|0|-0.9774651325904423|-1.9549302651808846
39.6|1.0|1.0|0.0|0|-0.5927853074288583|-1.1855706148577165
39.8|1.0|1.0|0.0|0|-1.2297141960586315|-2.459428392117263
40.0|1.0|1.0|0.0|0|-2.245016697203102|-4.490033394406204
40.2|1.0|1.0|0.0|0|-1.904480456189778|-3.808960912379556
40.4|1.0|1.0|0.0|0|-1.6333127091021757|-3.2666254182043515
40.6|1.0|1.0|0.0|0|-1.980155178575662|-3.960310357151324
40.8|1.0|1.0|0.0|0|-2.680146334296444|-5.360292668592888
41.0|1.0|1.0|0.0|0|-0.7567472041180014|-1.513494408236003
41.2|1.0|1.0|0.0|0|-2.453122176556792|-4.906244353113584
41.4|1.0|1.0|0.0|0|-2.8630269121599876|-5.726053824319975
41.6|1.0|1.0|0.0|0|-1.469350814132487|-2.938701628264974
41.8|1.0|1.0|0.0|0|-2.8314957759087|-5.6629915518174
42.0|1.0|1.0|0.0|0|-2.156729525528792|-4.313459051057584
42.2|1.0|1.0|0.0|0|-2.989151441423749|-5.978302882847498
42.4|1.0|1.0|0.0|0|-1.954930266239973|-3.909860532479946
42.6|1.0|1.0|0.0|0|-2.453122175394967|-4.906244350789934
42.8|1.0|1.0|0.0|0|-3.3423001364371188|-6.6846002728742375
43.0|1.0|1.0|0.0|0|-2.3269976421803604|-4.653995284360721
43.2|1.0|1.0|0.0|0|-1.4062885487196048|-2.8125770974392097
43.4|1.0|1.0|0.0|0|-3.8467982697967127|-7.693596539593425
43.6|1.0|1.0|0.0|0|-2.7305961495018005|-5.461192299003601
43.8|1.0|1.0|0.0|0|-1.3558387374732424|-2.7116774749464847
44.0|1.0|1.0|0.0|0|-1.9549302668878243|-3.9098605337756487
44.2|1.0|1.0|0.0|0|-2.963926532178887|-5.927853064357774
44.4|1.0|1.0|0.0|0|-0.7756658825182247|-1.5513317650364493
44.6|1.0|1.0|0.0|0|-2.888251816518025|-5.77650363303605
44.8|1.0|1.0|0.0|0|-1.3180013732670353|-2.6360027465340705
45.0|1.0|1.0|0.0|0|-0.4729669981193733|-0.9459339962387466
45.2|1.0|1.0|0.0|0|-3.2666254159619013|-6.5332508319238025
45.4|1.0|1.0|0.0|0|-2.156729526606216|-4.313459053212432
45.6|1.0|1.0|0.0|0|-2.516184443826498|-5.032368887652996
45.8|1.0|1.0|0.0|0|-2.863026906732705|-5.72605381346541
46.0|1.0|1.0|0.0|0|-0.4414358661134615|-0.882871732226923
46.2|1.0|1.0|0.0|0|-0.5171105881646513|-1.0342211763293025
46.4|1.0|1.0|0.0|0|-2.781045959720216|-5.562091919440432
46.6|1.0|1.0|0.0|0|-2.213485561388372|-4.426971122776744
46.8|1.0|1.0|0.0|0|-2.005380085550134|-4.010760171100268
47.0|1.0|1.0|0.0|0|-3.569324296929993|-7.138648593859986
47.2|1.0|1.0|0.0|0|-3.392749946860134|-6.785499893720268
47.4|1.0|1.0|0.0|0|-2.043217442583993|-4.086434885167986
47.6|1.0|1.0|0.0|0|-1.4630445880457423|-2.9260891760914847
47.8|1.0|1.0|0.0|0|-1.6270064809246119|-3.2540129618492237
48.0|1.0|1.0|0.0|0|-3.9413916700668086|-7.882783340133617
48.2|1.0|1.0|0.0|0|-2.4405097178215533|-4.881019435643107
48.4|1.0|1.0|0.0|0|-1.6648438433132848|-3.3296876866265697
48.6|1.0|1.0|0.0|0|-3.6134678826853666|-7.226935765370733
48.8|1.0|1.0|0.0|0|-2.207179334893883|-4.414358669787766
49.0|1.0|1.0|0.0|0|-1.1666519363989947|-2.3333038727979893
49.2|1.0|1.0|0.0|0|-2.0684423495677784|-4.136884699135557
49.4|1.0|1.0|0.0|0|-1.519800627275255|-3.03960125455051
49.6|1.0|1.0|0.0|0|-3.140500885104123|-6.281001770208246
49.8|1.0|1.0|0.0|0|-1.9170929090885347|-3.8341858181770694
50.0|1.0|1.0|0.0|0|-2.043217443036849|-4.086434886073698
50.2|1.0|1.0|0.0|0|-3.5251807098824095|-7.050361419764819
50.4|1.0|1.0|0.0|0|-2.144117066034234|-4.288234132068468
50.6|1.0|1.0|0.0|0|-1.1414270272417353|-2.2828540544834706
50.8|1.0|1.0|0.0|0|-2.692758789273505|-5.38551757854701
51.0|1.0|1.0|0.0|0|-3.7395924183152998|-7.4791848366305995
51.2|1.0|1.0|0.0|0|-2.3900599079957487|-4.7801198159914975
51.4|1.0|1.0|0.0|0|-1.8792555461614409|-3.7585110923228817
51.6|1.0|1.0|0.0|0|-4.0422912930802015|-8.084582586160403
51.8|1.0|1.0|0.0|0|-3.8152671344619047|-7.630534268923809
52.0|1.0|1.0|0.0|0|-1.891868001888508|-3.783736003777016
52.2|1.0|1.0|0.0|0|-2.118892162533886|-4.237784325067772
52.4|1.0|1.0|0.0|0|-2.566634257216358|-5.133268514432716
52.6|1.0|1.0|0.0|0|-1.4567383613868163|-2.9134767227736327
52.8|1.0|1.0|0.0|0|-2.8441082301578744|-5.688216460315749
53.0|1.0|1.0|0.0|0|-1.9297053622751281|-3.8594107245502562
53.2|1.0|1.0|0.0|0|-2.181954430252665|-4.36390886050533
53.4|1.0|1.0|0.0|0|-3.317075232033388|-6.634150464066776
53.6|1.0|1.0|0.0|0|-2.459428402402848|-4.918856804805696
53.8|1.0|1.0|0.0|0|-1.936011584214868|-3.872023168429736
54.0|1.0|1.0|0.0|0|-2.2324042408374973|-4.464808481674995
54.2|1.0|1.0|0.0|0|-2.1062797064549543|-4.212559412909909
54.4|1.0|1.0|0.0|0|-1.2675515609077421|-2.5351031218154843
54.6|1.0|1.0|0.0|0|-3.2161756017321053|-6.4323512034642105
54.8|1.0|1.0|0.0|0|-1.6143940304193543|-3.2287880608387085
55.0|1.0|1.0|0.0|0|-2.6801463337242626|-5.360292667448525
55.2|1.0|1.0|0.0|0|-2.1315046162813105|-4.263009232562621
55.4|1.0|1.0|0.0|0|-0.920709094944178|-1.841418189888356
55.6|1.0|1.0|0.0|0|-2.963926535658832|-5.927853071317664
55.8|1.0|1.0|0.0|0|-2.3206914157411687|-4.641382831482337
56.0|1.0|1.0|0.0|0|-2.16303574767546|-4.32607149535092
56.2|1.0|1.0|0.0|0|-2.629696523041641|-5.259393046083282
56.4|1.0|1.0|0.0|0|-2.005380084697392|-4.010760169394784
56.6|1.0|1.0|0.0|0|-2.591859161012692|-5.183718322025384
56.8|1.0|1.0|0.0|0|-1.2549391061865036|-2.5098782123730072
57.0|1.0|1.0|0.0|0|-3.2161756038607594|-6.432351207721519
57.2|1.0|1.0|0.0|0|-1.4567383610244737|-2.9134767220489475
57.4|1.0|1.0|0.0|0|-2.9954576676065363|-5.990915335213073
57.6|1.0|1.0|0.0|0|-1.7089874267156135|-3.417974853431227
57.8|1.0|1.0|0.0|0|-1.6207002563934672|-3.2414005127869343
58.0|1.0|1.0|0.0|0|-3.3549125905780266|-6.709825181156053
58.2|1.0|1.0|0.0|0|-2.6927587927546144|-5.385517585509229
58.4|1.0|1.0|0.0|0|-2.49095953744458|-4.98191907488916
58.6|1.0|1.0|0.0|0|-3.1278884266517735|-6.255776853303547
58.8|1.0|1.0|0.0|0|-2.8882518147409453|-5.776503629481891
59.0|1.0|1.0|0.0|0|-1.1792643850340403|-2.3585287700680806
59.2|1.0|1.0|0.0|0|-2.169341976327125|-4.33868395265425
59.4|1.0|1.0|0.0|0|-0.6936849334195728|-1.3873698668391456
59.6|1.0|1.0|0.0|0|-1.7846621493209402|-3.5693242986418805
59.8|1.0|1.0|0.0|0|-2.579246706395645|-5.15849341279129
60.0|1.0|1.0|0.0|0|-1.5513317575742271|-3.1026635151484543
60.2|1.0|1.0|0.0|0|-2.314385187154696|-4.628770374309392
60.4|1.0|1.0|0.0|0|-1.7657434686744835|-3.531486937348967
60.6|1.0|1.0|0.0|0|-1.6522313904229682|-3.3044627808459364
60.8|1.0|1.0|0.0|0|-1.866643093273744|-3.733286186547488
61.0|1.0|1.0|0.0|0|-2.642308977094947|-5.284617954189894
61.2|1.0|1.0|0.0|0|-2.0936672551062676|-4.187334510212535
61.4|1.0|1.0|0.0|0|-1.5702504420760683|-3.1405008841521367
61.6|1.0|1.0|0.0|0|-1.355838732411213|-2.711677464822426
61.8|1.0|1.0|0.0|0|-0.718909843107395|-1.43781968621479
62.0|1.0|1.0|0.0|0|-1.0909772185530173|-2.1819544371060346
62.2|1.0|1.0|0.0|0|-1.9927676329383412|-3.9855352658766825
62.4|1.0|1.0|0.0|0|-1.7405185625987376|-3.481037125197475
62.6|1.0|1.0|0.0|0|-3.0585199326655155|-6.117039865331031
62.8|1.0|1.0|0.0|0|-2.6612276553761354|-5.322455310752271
63.0|1.0|1.0|0.0|0|-2.156729521973468|-4.313459043946936
63.2|1.0|1.0|0.0|0|-2.8125770998396935|-5.625154199679387
63.4|1.0|1.0|0.0|0|-2.6927587872560275|-5.385517574512055
63.6|1.0|1.0|0.0|0|-3.695448830036624|-7.390897660073248
63.8|1.0|1.0|0.0|0|-2.869333138732475|-5.73866627746495
64.0|1.0|1.0|0.0|0|-0.8576468253636275|-1.715293650727255
64.2|1.0|1.0|0.0|0|-1.0468336266546985|-2.093667253309397
64.4|1.0|1.0|0.0|0|-3.6954488231777245|-7.390897646355449
64.6|1.0|1.0|0.0|0|-2.844108230892746|-5.688216461785492
64.8|1.0|1.0|0.0|0|-2.8062708659333317|-5.6125417318666635
65.0|1.0|1.0|0.0|0|-1.8918680013893772|-3.7837360027787543
65.2|1.0|1.0|0.0|0|-2.5792467077710923|-5.158493415542185
65.4|1.0|1.0|0.0|0|-2.4720408577425426|-4.944081715485085
65.6|1.0|1.0|0.0|0|-1.9801551724429027|-3.9603103448858055
65.8|1.0|1.0|0.0|0|-3.3296876812988225|-6.659375362597645
66.0|1.0|1.0|0.0|0|-3.2161756041485963|-6.4323512082971925
66.2|1.0|1.0|0.0|0|-2.345916323667918|-4.691832647335836
66.4|1.0|1.0|0.0|0|-2.787352186950741|-5.574704373901482
66.6|1.0|1.0|0.0|0|-3.247706734613169|-6.495413469226338
66.8|1.0|1.0|0.0|0|-1.5324130816699484|-3.0648261633398968
67.0|1.0|1.0|0.0|0|-2.2197917868380337|-4.439583573676067
67.2|1.0|1.0|0.0|0|-1.8792555482653568|-3.7585110965307136
67.4|1.0|1.0|0.0|0|-3.392749950114524|-6.785499900229048
67.6|1.0|1.0|0.0|0|-3.153113334830562|-6.306226669661124
67.8|1.0|1.0|0.0|0|-3.1152759743665257|-6.230551948733051
68.0|1.0|1.0|0.0|0|-2.1315046179300428|-4.2630092358600855
68.2|1.0|1.0|0.0|0|-3.190950691992478|-6.381901383984956
68.4|1.0|1.0|0.0|0|-1.8161932840032402|-3.6323865680064804
68.6|1.0|1.0|0.0|0|-3.8909418539609795|-7.781883707921959
68.8|1.0|1.0|0.0|0|-1.242326655156213|-2.484653310312426
69.0|1.0|1.0|0.0|0|-3.9035543085294226|-7.807108617058845
69.2|1.0|1.0|0.0|0|-2.1441170707420696|-4.288234141484139
69.4|1.0|1.0|0.0|0|-1.3180013753025572|-2.6360027506051145
69.6|1.0|1.0|0.0|0|-2.1693419770704367|-4.3386839541408735
69.8|1.0|1.0|0.0|0|-0.655847572778003|-1.311695145556006
70.0|1.0|1.0|0.0|0|-2.2324042403697986|-4.464808480739597
70.2|1.0|1.0|0.0|0|-1.8414181921462311|-3.6828363842924623
70.4|1.0|1.0|0.0|0|-3.2414005069632577|-6.482801013926515
70.6|1.0|1.0|0.0|0|-1.4441259096399894|-2.888251819279979
70.8|1.0|1.0|0.0|0|-1.7405185620457648|-3.4810371240915297
71.0|1.0|1.0|0.0|0|-2.951314082111351|-5.902628164222702
71.2|1.0|1.0|0.0|0|-2.421591039616617|-4.843182079233234
71.4|1.0|1.0|0.0|0|-0.9459340035647628|-1.8918680071295255
71.6|1.0|1.0|0.0|0|-2.7305961512585077|-5.4611923025170155
71.8|1.0|1.0|0.0|0|-2.7684335072286217|-5.536867014457243
72.0|1.0|1.0|0.0|0|-1.7405185602908038|-3.4810371205816075
72.2|1.0|1.0|0.0|0|-3.9666165793570727|-7.933233158714145
72.4|1.0|1.0|0.0|0|-2.1693419772107174|-4.338683954421435
72.6|1.0|1.0|0.0|0|-2.1567295184213453|-4.313459036842691
72.8|1.0|1.0|0.0|0|-2.995457668965685|-5.99091533793137
73.0|1.0|1.0|0.0|0|-3.6702239239151857|-7.340447847830371
73.2|1.0|1.0|0.0|0|-3.2540129591111357|-6.5080259182222715
73.4|1.0|1.0|0.0|0|-1.9801551740366286|-3.960310348073257
73.6|1.0|1.0|0.0|0|-3.1089697514908066|-6.217939502981613
73.8|1.0|1.0|0.0|0|-2.0432174381756356|-4.086434876351271
74.0|1.0|1.0|0.0|0|-2.0558298926759764|-4.111659785351953
74.2|1.0|1.0|0.0|0|-2.730596148682528|-5.461192297365056
74.4|1.0|1.0|0.0|0|-1.166651932008973|-2.333303864017946
74.6|1.0|1.0|0.0|0|-2.768433511020851|-5.536867022041702
74.8|1.0|1.0|0.0|0|-3.5062620291431115|-7.012524058286223
