times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.0, 0.0)|(1.0, 0.02, 0.0)|(1.0, 0.04, 0.0)
14.2|1.0|0.0|0.0|-164482.80509271115|-164478.4411838558|-164474.02682518706
14.4|1.0|0.0|0.0|-164529.32285207184|-164525.6400156968|-164521.90672950837
14.6|1.0|0.0|0.0|-164486.755822052|-164482.70722453008|-164478.59556474152
14.8|1.0|0.0|0.0|-164547.9902016294|-164543.70196749407|-164539.31283373202
15.0|1.0|0.0|0.0|-164610.2348596259|-164605.9214005839|-164601.55749172854
15.2|1.0|0.0|0.0|-164503.51155294827|-164499.03413201286|-164494.49364881072
15.4|1.0|0.0|0.0|-164276.91067752196|-164273.2909034136|-164269.60806703856
15.6|1.0|0.0|0.0|-164237.16350713195|-164232.21942542298|-164227.22489390065
15.8|1.0|0.0|0.0|-164119.81713811294|-164115.04963075076|-164110.2064486685
16.0|1.0|0.0|0.0|-164471.79281882258|-164467.41629751388|-164462.96410148512
16.2|1.0|0.0|0.0|-164021.39637042876|-164016.5784132532|-164011.71000626424
16.4|1.0|0.0|0.0|-163996.47416263047|-163991.95890433507|-163987.39319622627
16.6|1.0|0.0|0.0|-164113.3530606939|-164108.98915183853|-164104.56218071646
16.8|1.0|0.0|0.0|-164259.7331941488|-164255.3314479334|-164250.87925190464
17.0|1.0|0.0|0.0|-164121.04498357943|-164116.32792603056|-164111.52258130832
17.2|1.0|0.0|0.0|-164299.52065931435|-164294.91711384553|-164290.22528120334
17.4|1.0|0.0|0.0|-164389.3341710935|-164385.12161167825|-164380.88382735624
17.6|1.0|0.0|0.0|-164129.28650938347|-164124.14062842107|-164118.9442976453
17.8|1.0|0.0|0.0|-164399.1707581831|-164394.27712628752|-164389.3204321252
18.0|1.0|0.0|0.0|-164215.13662725495|-164210.02858365257|-164204.87009023683
18.2|1.0|0.0|0.0|-164358.64167931554|-164354.11380856676|-164349.52287555128
18.4|1.0|0.0|0.0|-164462.26587840632|-164457.39747141738|-164452.4786146151
18.6|1.0|0.0|0.0|-164651.99924320003|-164647.14344866446|-164642.22459186215
18.8|1.0|0.0|0.0|-164585.88839106844|-164581.6001569331|-164577.27408543776
19.0|1.0|0.0|0.0|-164511.8659024206|-164507.51460601855|-164503.07502244317
19.2|1.0|0.0|0.0|-164140.46698894084|-164135.67425667192|-164130.83107458966
19.4|1.0|0.0|0.0|-164422.34664993174|-164417.70526710292|-164413.02604691408
19.6|1.0|0.0|0.0|-164347.98791720014|-164343.39698418466|-164338.78082626252
19.8|1.0|0.0|0.0|-164471.0328686727|-164466.74463453735|-164462.40595058867
20.0|1.0|0.0|0.0|-164415.0446234467|-164411.15998781822|-164407.1996774697
20.2|1.0|0.0|0.0|-164529.8223385679|-164525.6097791526|-164521.33415747058
20.4|1.0|0.0|0.0|-164637.78346651266|-164633.82315616414|-164629.8123960023
20.6|1.0|0.0|0.0|-164899.74412236808|-164895.6324625795|-164891.47035297757
20.8|1.0|0.0|0.0|-164704.31225475334|-164699.3429481377|-164694.31057925537
21.0|1.0|0.0|0.0|-164589.38930102595|-164584.8866551839|-164580.3335595284
21.2|1.0|0.0|0.0|-164527.4852998452|-164522.89436682974|-164518.24037154755
21.4|1.0|0.0|0.0|-164448.97985595567|-164444.09883651338|-164439.16736725773
21.6|1.0|0.0|0.0|-164546.12841858206|-164541.6383851933|-164537.12312689784
21.8|1.0|0.0|0.0|-164510.15092719326|-164505.55999417778|-164500.89338644227
22.0|1.0|0.0|0.0|-164695.62673022645|-164691.4267832645|-164687.1511615825
22.2|1.0|0.0|0.0|-164495.69624922567|-164491.21882829024|-164486.69095754143
22.4|1.0|0.0|0.0|-164632.7053298495|-164628.5179953409|-164624.28021101892
22.6|1.0|0.0|0.0|-164684.1132664866|-164680.0898938714|-164676.00345898946
22.8|1.0|0.0|0.0|-164594.5638286923|-164589.84677114346|-164585.05403887457
23.0|1.0|0.0|0.0|-164556.37239490746|-164552.21028530554|-164547.99772589025
23.2|1.0|0.0|0.0|-164743.4884728469|-164739.13717644484|-164734.73543022946
23.4|1.0|0.0|0.0|-164745.29395900306|-164740.75347580094|-164736.13731787878
23.6|1.0|0.0|0.0|-164671.98619644393|-164667.83669929532|-164663.62413988003
23.8|1.0|0.0|0.0|-164532.2662239406|-164528.2554637787|-164524.18164135015
24.0|1.0|0.0|0.0|-164206.17268848149|-164202.23760303966|-164198.25206778446
24.2|1.0|0.0|0.0|-164670.1160901542|-164666.130554899|-164662.0819573771
24.4|1.0|0.0|0.0|-164661.85444931226|-164657.21306648344|-164652.49600893457
24.6|1.0|0.0|0.0|-164690.8757044458|-164686.3352212437|-164681.75690068153
24.8|1.0|0.0|0.0|-164661.67218143726|-164657.13169823517|-164652.56599012637
25.0|1.0|0.0|0.0|-164554.5128590224|-164550.37597432712|-164546.18863981852
25.2|1.0|0.0|0.0|-164340.52667514543|-164336.33934063683|-164332.10155631485
25.4|1.0|0.0|0.0|-164647.84712977038|-164644.151680942|-164640.40578230022
25.6|1.0|0.0|0.0|-164510.33268217611|-164505.99399822744|-164501.60486446536
25.8|1.0|0.0|0.0|-164424.47732068427|-164420.37827334902|-164416.1909388404
26.0|1.0|0.0|0.0|-164549.07779871198|-164545.18055063018|-164541.24546518832
26.2|1.0|0.0|0.0|-164608.58335356638|-164603.87890847088|-164599.1366260153
26.4|1.0|0.0|0.0|-164106.87378377488|-164102.30807566608|-164097.66669283726
26.6|1.0|0.0|0.0|-164136.10335226846|-164131.43674453296|-164126.71968698408
26.8|1.0|0.0|0.0|-164166.60026444268|-164162.03455633388|-164157.44362331842
27.0|1.0|0.0|0.0|-164003.4197100788|-163999.21976311682|-163994.96936634154
27.2|1.0|0.0|0.0|-164256.97815212724|-164252.63946817853|-164248.2503344165
27.4|1.0|0.0|0.0|-164440.55241047946|-164436.4785880509|-164432.34170335563
27.6|1.0|0.0|0.0|-164324.51823210367|-164320.34351004838|-164316.09311327306
27.8|1.0|0.0|0.0|-164144.6352261816|-164140.35960449962|-164136.00830809755
28.0|1.0|0.0|0.0|-164454.327039861|-164450.50546649922|-164446.6334433241
28.2|1.0|0.0|0.0|-164110.817725411|-164106.85741506252|-164102.84665490064
28.4|1.0|0.0|0.0|-164217.4169942101|-164213.7089329284|-164209.97564674
28.6|1.0|0.0|0.0|-163844.54242368965|-163840.32986427436|-163836.0668550457
28.8|1.0|0.0|0.0|-164216.78818268844|-164212.235087033|-164207.61892911085
29.0|1.0|0.0|0.0|-164222.53094405332|-164218.29315973137|-164213.9923131427
29.2|1.0|0.0|0.0|-164195.68243675595|-164191.3059154473|-164186.9041692319
29.4|1.0|0.0|0.0|-164167.7710775163|-164163.25581922085|-164158.6648862054
29.6|1.0|0.0|0.0|-164378.95399622808|-164375.06936059962|-164371.10905025108
29.8|1.0|0.0|0.0|-163906.3408731572|-163902.46884998205|-163898.53376454022
30.0|1.0|0.0|0.0|-164129.12956062355|-164124.91700120823|-164120.66660443292
30.2|1.0|0.0|0.0|-164010.50570998888|-164006.0409015068|-164001.513030758
30.4|1.0|0.0|0.0|-164013.6536803973|-164009.2393217286|-164004.74928833984
30.6|1.0|0.0|0.0|-164015.39684410012|-164011.7266201784|-164008.00594644336
30.8|1.0|0.0|0.0|-164158.43467742013|-164154.46175461827|-164150.4257695497
31.0|1.0|0.0|0.0|-164043.17272461|-164038.92232783468|-164034.621481246
31.2|1.0|0.0|0.0|-164250.68541940005|-164246.34673545137|-164241.9576016893
31.4|1.0|0.0|0.0|-164216.91893542634|-164212.78205073107|-164208.58210376912
31.6|1.0|0.0|0.0|-164438.33138939104|-164433.942255629|-164429.47744714693
31.8|1.0|0.0|0.0|-164272.79311282415|-164268.4039790621|-164263.96439548672
32.0|1.0|0.0|0.0|-164385.96994621772|-164381.88351133582|-164377.7340141872
32.2|1.0|0.0|0.0|-164319.36445124954|-164314.57171898062|-164309.70331199167
32.4|1.0|0.0|0.0|-164153.36208177233|-164149.30087179708|-164145.1639871018
32.6|1.0|0.0|0.0|-164498.94150138635|-164494.653267251|-164490.31458330233
32.8|1.0|0.0|0.0|-164795.02593923637|-164790.699867741|-164786.2981215256
33.0|1.0|0.0|0.0|-164565.855708523|-164561.41612494757|-164556.92609155882
33.2|1.0|0.0|0.0|-164359.63640339707|-164355.57519342186|-164351.48875853996
33.4|1.0|0.0|0.0|-164495.77522474053|-164491.78968948533|-164487.72847951011
33.6|1.0|0.0|0.0|-164505.2190573868|-164501.48577119838|-164497.67681028994
33.8|1.0|0.0|0.0|-164524.18832421355|-164519.7991904515|-164515.33438196944
34.0|1.0|0.0|0.0|-164782.12463884123|-164777.54631827908|-164772.9175479036
34.2|1.0|0.0|0.0|-164595.7318274272|-164591.07783214503|-164586.3986119562
34.4|1.0|0.0|0.0|-164404.30848207578|-164400.05808530046|-164395.75723871178
34.6|1.0|0.0|0.0|-164602.160037608|-164597.79612875264|-164593.40699499057
34.8|1.0|0.0|0.0|-164477.78014369728|-164473.07569860178|-164468.3334161462
35.0|1.0|0.0|0.0|-164418.7916994298|-164414.2890535877|-164409.73595793225
35.2|1.0|0.0|0.0|-164609.83858792842|-164605.48729152637|-164601.08554531098
35.4|1.0|0.0|0.0|-164788.00210379812|-164784.50845422316|-164780.9643548348
35.6|1.0|0.0|0.0|-164559.98004599643|-164556.17108508802|-164552.28644945953
35.8|1.0|0.0|0.0|-164606.8295128979|-164602.667403296|-164598.4548438807
36.0|1.0|0.0|0.0|-164284.116276367|-164279.91632940504|-164275.66593262972
36.2|1.0|0.0|0.0|-164352.96361780266|-164348.9528576408|-164344.8916476656
36.4|1.0|0.0|0.0|-164192.27860711268|-164187.977760524|-164183.61385166863
36.6|1.0|0.0|0.0|-164141.70873111614|-164137.18086036737|-164132.58992735192
36.8|1.0|0.0|0.0|-164268.21390181122|-164263.3581072756|-164258.45186292665
37.0|1.0|0.0|0.0|-164542.5605793582|-164537.6669474626|-164532.71025330026
37.2|1.0|0.0|0.0|-164187.74704201947|-164182.6137735104|-164177.44266764136
37.4|1.0|0.0|0.0|-164432.77294002287|-164428.19461946073|-164423.56584908522
37.6|1.0|0.0|0.0|-164580.0074389041|-164575.94622892886|-164571.80934423362
37.8|1.0|0.0|0.0|-164479.738339954|-164475.65190507213|-164471.52763283017
38.0|1.0|0.0|0.0|-164496.98624669|-164492.62233783462|-164488.20797916592
38.2|1.0|0.0|0.0|-164301.4938687103|-164296.77681116143|-164291.99669134588
38.4|1.0|0.0|0.0|-164476.2520221784|-164472.24126201656|-164468.15482713463
38.6|1.0|0.0|0.0|-164389.28896721065|-164385.65658064897|-164381.9737442739
38.8|1.0|0.0|0.0|-164507.38907848584|-164503.0756194438|-164498.71171058845
39.0|1.0|0.0|0.0|-164693.6620130507|-164689.31071664867|-164684.90897043326
39.2|1.0|0.0|0.0|-164462.92580354284|-164458.23397090068|-164453.52952580515
39.4|1.0|0.0|0.0|-164378.024114841|-164373.82416787907|-164369.5611586504
39.6|1.0|0.0|0.0|-164419.64881385842|-164415.56237897652|-164411.42549428128
39.8|1.0|0.0|0.0|-164701.28592294778|-164697.37606241263|-164693.42836451746
40.0|1.0|0.0|0.0|-164343.41986718416|-164339.59829382238|-164335.71365819388
40.2|1.0|0.0|0.0|-164419.83167209922|-164415.4929881505|-164411.09124193512
40.4|1.0|0.0|0.0|-164255.97383568966|-164251.8369509944|-164247.6370040324
40.6|1.0|0.0|0.0|-164653.41934549|-164649.35813551478|-164645.24647572616
40.8|1.0|0.0|0.0|-164549.2678174403|-164545.20660746508|-164541.0697227698
41.0|1.0|0.0|0.0|-164463.81844606713|-164459.6941738252|-164455.5068393166
41.2|1.0|0.0|0.0|-164464.4771575634|-164460.6808091083|-164456.84662329318
41.4|1.0|0.0|0.0|-164188.71847775485|-164184.34195644615|-164179.9149853241
41.6|1.0|0.0|0.0|-164643.31561851432|-164639.29224589912|-164635.2184234705
41.8|1.0|0.0|0.0|-164544.623171135|-164540.56196115978|-164536.46291382454
42.0|1.0|0.0|0.0|-164590.9024086992|-164586.3997628571|-164581.85927965498
42.2|1.0|0.0|0.0|-164621.75509228904|-164617.70649476716|-164613.60744743192
42.4|1.0|0.0|0.0|-164600.25859628498|-164596.24783612313|-164592.17401369454
42.6|1.0|0.0|0.0|-164439.90148684275|-164436.04207612094|-164432.11960313245
42.8|1.0|0.0|0.0|-164609.76529364317|-164605.51489686783|-164601.21405027917
43.0|1.0|0.0|0.0|-164604.480675694|-164600.60865251886|-164596.67356707706
43.2|1.0|0.0|0.0|-164699.31409600936|-164694.8618999806|-164690.33402923183
43.4|1.0|0.0|0.0|-164673.76493162115|-164669.3757978591|-164664.92360183035
43.6|1.0|0.0|0.0|-164661.24724483513|-164657.28693448662|-164653.27617432477
43.8|1.0|0.0|0.0|-164478.00210705187|-164474.1174714234|-164470.20761088826
44.0|1.0|0.0|0.0|-164144.55941589572|-164139.95587042693|-164135.2892626914
44.2|1.0|0.0|0.0|-164284.7251822744|-164280.6765847525|-164276.5901498706
44.4|1.0|0.0|0.0|-164580.62994934164|-164576.20297821958|-164571.70033237748
44.6|1.0|0.0|0.0|-164510.51965045475|-164505.81520535922|-164501.06031045032
44.8|1.0|0.0|0.0|-164462.36282165183|-164457.67098900964|-164452.95393146077
45.0|1.0|0.0|0.0|-164683.6868475407|-164678.5788039383|-164673.43292297592
45.2|1.0|0.0|0.0|-164545.85660810844|-164541.5683739731|-164537.21707757103
45.4|1.0|0.0|0.0|-164509.74715419827|-164505.33279552954|-164500.89321195416
45.6|1.0|0.0|0.0|-164691.94665513653|-164687.54490892112|-164683.0927128924
45.8|1.0|0.0|0.0|-164566.96846092245|-164562.91986340057|-164558.82081606536
46.0|1.0|0.0|0.0|-164997.13772195234|-164992.5215640302|-164987.82973138802
46.2|1.0|0.0|0.0|-164767.74242061877|-164763.11365024326|-164758.38398024105
46.4|1.0|0.0|0.0|-164775.2156688365|-164771.19229622127|-164767.10586133937
46.6|1.0|0.0|0.0|-164600.19265384824|-164595.72784536614|-164591.18736216406
46.8|1.0|0.0|0.0|-164766.75942683598|-164762.7360542208|-164758.63700688555
47.0|1.0|0.0|0.0|-164626.69950607445|-164622.0455107923|-164617.34106569676
47.2|1.0|0.0|0.0|-164587.7639203087|-164583.32433673332|-164578.83430334454
47.4|1.0|0.0|0.0|-164787.84788008197|-164783.4839712266|-164779.06961255788
47.6|1.0|0.0|0.0|-164570.91368264752|-164566.7263481389|-164562.51378872362
47.8|1.0|0.0|0.0|-164627.9378973579|-164624.2046111695|-164620.3830378077
48.0|1.0|0.0|0.0|-164641.01769815656|-164637.27179951483|-164633.46283860636
48.2|1.0|0.0|0.0|-164570.39989616934|-164566.32607374078|-164562.2144139522
48.4|1.0|0.0|0.0|-164495.39573505934|-164491.08227601732|-164486.71836716196
48.6|1.0|0.0|0.0|-164560.6777935431|-164556.18776015434|-164551.67250185888
48.8|1.0|0.0|0.0|-164720.3494792595|-164715.50629717723|-164710.6000528283
49.0|1.0|0.0|0.0|-164741.95511481896|-164737.64165577697|-164733.26513446824
49.2|1.0|0.0|0.0|-164753.33158718335|-164749.04335304804|-164744.70466909933
49.4|1.0|0.0|0.0|-164697.9629170242|-164694.1287312091|-164690.2440955806
49.6|1.0|0.0|0.0|-164591.18853243618|-164586.96336056755|-164582.6751264322
49.8|1.0|0.0|0.0|-164605.8671313966|-164601.75547160802|-164597.59336200607
50.0|1.0|0.0|0.0|-164653.99256634756|-164649.35118351874|-164644.64673842324
50.2|1.0|0.0|0.0|-164419.7036331184|-164415.56674842312|-164411.35418900783
50.4|1.0|0.0|0.0|-164099.03026023883|-164094.65373893012|-164090.22676780805
50.6|1.0|0.0|0.0|-164376.87605803847|-164372.62566126316|-164368.31220222116
50.8|1.0|0.0|0.0|-164497.8808720569|-164493.18903941472|-164488.43414450582
51.0|1.0|0.0|0.0|-164576.64564316027|-164572.3826339316|-164568.09439979627
51.2|1.0|0.0|0.0|-164501.97486118122|-164497.87581384598|-164493.7389291507
51.4|1.0|0.0|0.0|-164280.92522818665|-164277.44419106503|-164273.91270413005
51.6|1.0|0.0|0.0|-164623.89955987982|-164619.88879971794|-164615.80236483604
51.8|1.0|0.0|0.0|-164474.12346232455|-164470.45323840284|-164466.7325646678
52.0|1.0|0.0|0.0|-164510.71884520212|-164506.19097445335|-164501.6126538912
52.2|1.0|0.0|0.0|-164397.7225624761|-164393.0559547406|-164388.33889719174
52.4|1.0|0.0|0.0|-164247.8866168063|-164243.39658341752|-164238.8561002154
52.6|1.0|0.0|0.0|-164684.02781317002|-164679.5125548746|-164674.9216218591
52.8|1.0|0.0|0.0|-164663.28997482956|-164659.1657025876|-164655.01620543902
53.0|1.0|0.0|0.0|-164606.85199076275|-164603.0808672143|-164599.25929385252
53.2|1.0|0.0|0.0|-164338.2319595442|-164333.6284140754|-164328.97441879322
53.4|1.0|0.0|0.0|-164486.75609698633|-164482.08948925082|-164477.39765660863
53.6|1.0|0.0|0.0|-164550.8778097629|-164546.81659978765|-164542.6797150924
53.8|1.0|0.0|0.0|-164441.989725564|-164437.28528046847|-164432.51777310623
54.0|1.0|0.0|0.0|-164616.6469794054|-164612.59838188352|-164608.48672209494
54.2|1.0|0.0|0.0|-164546.91292952996|-164542.49857086124|-164538.04637483248
54.4|1.0|0.0|0.0|-164492.3245155585|-164487.6326829163|-164482.87778800743
54.6|1.0|0.0|0.0|-164771.5492412576|-164766.70605917534|-164761.78720237306
54.8|1.0|0.0|0.0|-164603.21649127494|-164598.4111465527|-164593.5805769238
55.0|1.0|0.0|0.0|-164660.1999464686|-164655.9243247866|-164651.5856408379
55.2|1.0|0.0|0.0|-164530.43295337952|-164525.46364676388|-164520.44389033486
55.4|1.0|0.0|0.0|-164718.46536789383|-164714.29064583857|-164710.0654739699
55.6|1.0|0.0|0.0|-164480.40379887607|-164476.3299764475|-164472.20570420558
55.8|1.0|0.0|0.0|-164588.57252814426|-164584.63744270243|-164580.60145763386
56.0|1.0|0.0|0.0|-164487.10826713918|-164482.92093263054|-164478.6579234019
56.2|1.0|0.0|0.0|-164421.99017054882|-164418.01724774696|-164413.9560377717
56.4|1.0|0.0|0.0|-164481.55278442267|-164477.30238764736|-164472.98892860537
56.6|1.0|0.0|0.0|-164483.57157925755|-164479.32118248224|-164475.02033589355
56.8|1.0|0.0|0.0|-164154.6607062102|-164150.70039586173|-164146.66441079316
57.0|1.0|0.0|0.0|-164021.34275018313|-164017.13019076784|-164012.8419566325
57.2|1.0|0.0|0.0|-164221.25453800685|-164216.8906291515|-164212.43843312273
57.4|1.0|0.0|0.0|-164323.47754420643|-164318.81093647092|-164314.11910382874
57.6|1.0|0.0|0.0|-164237.2214316953|-164232.87013529328|-164228.4683890779
57.8|1.0|0.0|0.0|-164218.30396403093|-164213.46078194864|-164208.54192514636
58.0|1.0|0.0|0.0|-164522.45393056478|-164518.09002170942|-164513.7135004007
58.2|1.0|0.0|0.0|-164285.57944440102|-164281.16508573233|-164276.67505234355
58.4|1.0|0.0|0.0|-164203.54866548232|-164199.60096758715|-164195.57759497195
58.6|1.0|0.0|0.0|-163979.14701925192|-163974.90923492992|-163970.60838834124
58.8|1.0|0.0|0.0|-164311.5111441726|-164306.9075987038|-164302.26621587496
59.0|1.0|0.0|0.0|-164408.7405469646|-164404.3640256559|-164399.9244420805
59.2|1.0|0.0|0.0|-164385.14627766376|-164381.03461787518|-164376.84728336654
59.4|1.0|0.0|0.0|-164388.54390079173|-164384.79800214997|-164380.98904124156
59.6|1.0|0.0|0.0|-164512.6497132623|-164508.28580440694|-164503.88405819156
59.8|1.0|0.0|0.0|-164421.86527412664|-164416.7950678843|-164411.67441182857
60.0|1.0|0.0|0.0|-164507.68491565366|-164502.69038413133|-164497.62017788898
60.2|1.0|0.0|0.0|-164542.0122996508|-164537.50965380872|-164532.95655815324
60.4|1.0|0.0|0.0|-164665.5320334982|-164661.3573114429|-164657.1321395743
60.6|1.0|0.0|0.0|-164305.05650738493|-164300.30161247603|-164295.45843039377
60.8|1.0|0.0|0.0|-164341.21641110844|-164335.96963051934|-164330.67240011686
61.0|1.0|0.0|0.0|-164363.18357363084|-164358.23949192188|-164353.21973549286
61.2|1.0|0.0|0.0|-164503.71762154225|-164499.39155004692|-164494.98980383153
61.4|1.0|0.0|0.0|-164529.99190658904|-164525.14872450678|-164520.2298677045
61.6|1.0|0.0|0.0|-164639.05376456984|-164634.86643006123|-164630.62864573926
61.8|1.0|0.0|0.0|-164521.26102563218|-164517.01062885686|-164512.7097822682
62.0|1.0|0.0|0.0|-164665.0051563392|-164660.6412474838|-164656.2268888151
62.2|1.0|0.0|0.0|-164386.44651188934|-164381.42675546036|-164376.36916167135
62.4|1.0|0.0|0.0|-164500.7798154434|-164496.45374394808|-164492.07722263935
62.6|1.0|0.0|0.0|-164395.98884513445|-164391.43574947896|-164386.83220401013
62.8|1.0|0.0|0.0|-164631.35679339897|-164626.87937246356|-164622.32627680807
63.0|1.0|0.0|0.0|-164721.22052344086|-164716.38995381191|-164711.49632191632
63.2|1.0|0.0|0.0|-164689.93772933856|-164684.5522117627|-164679.11624437352
63.4|1.0|0.0|0.0|-164564.64528088228|-164559.9912856001|-164555.2994529579
63.6|1.0|0.0|0.0|-164269.34714912967|-164264.6048666741|-164259.83735931187
63.8|1.0|0.0|0.0|-164537.17174175527|-164533.14836914005|-164529.0745467115
64.0|1.0|0.0|0.0|-164776.71203145955|-164772.0706486307|-164767.3662035352
64.2|1.0|0.0|0.0|-164739.54631094364|-164735.358976435|-164731.1464170197
