times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.94, 0.0)|(1.0, 0.96, 0.0)|(1.0, 0.98, 0.0)|(1.0, 1.0, 0.0)
0.0|1.0|0.98|0.0|0|-0.5385517581636673|-1.0771035163273346|-1.615655274491002
0.2|1.0|0.98|0.0|0|-0.37395924371259787|-0.7479184874251957|-1.1218777311377937
0.4|1.0|0.98|0.0|0|0.1273857780356776|0.2547715560713552|0.38215733410703284
0.6|1.0|0.98|0.0|0|-0.6539557068166328|-1.3079114136332657|-1.9618671204498987
0.8|1.0|0.98|0.0|0|-0.10972834581509243|-0.21945669163018486|-0.3291850374452773
1.0|1.0|0.98|0.0|0|-0.8097195071502945|-1.619439014300589|-2.4291585214508835
1.2|1.0|0.98|0.0|0|0.08450343553733554|0.16900687107467108|0.25351030661200663
1.4|1.0|0.98|0.0|0|-0.315941955817398|-0.631883911634796|-0.9478258674521939
1.6|1.0|0.98|0.0|0|0.11729581586347204|0.23459163172694408|0.3518874475904161
1.8|1.0|0.98|0.0|0|-0.112250836705207|-0.224501673410414|-0.33675251011562096
2.0|1.0|0.98|0.0|0|-0.4824263422808149|-0.9648526845616298|-1.4472790268424445
2.2|1.0|0.98|0.0|0|-0.3361218835011826|-0.6722437670023652|-1.0083656505035479
2.4|1.0|0.98|0.0|0|-0.9055741506657804|-1.8111483013315608|-2.716722451997341
2.6|1.0|0.98|0.0|0|-0.6079202520765835|-1.215840504153167|-1.8237607562297506
2.8|1.0|0.98|0.0|0|-0.24783470952446826|-0.4956694190489365|-0.7435041285734049
3.0|1.0|0.98|0.0|0|-0.5751278717626707|-1.1502557435253413|-1.7253836152880118
3.2|1.0|0.98|0.0|0|-0.1772049710366993|-0.3544099420733986|-0.5316149131100979
3.4|1.0|0.98|0.0|0|-0.5524254559635307|-1.1048509119270613|-1.6572763678905917
3.6|1.0|0.98|0.0|0|-0.09711589255719454|-0.19423178511438907|-0.29134767767158365
3.8|1.0|0.98|0.0|0|0.16774562744511073|0.33549125489022147|0.5032368823353323
4.0|1.0|0.98|0.0|0|-0.6791806139820261|-1.3583612279640522|-2.0375418419460782
4.2|1.0|0.98|0.0|0|-0.24783471013535768|-0.49566942027071537|-0.743504130406073
4.4|1.0|0.98|0.0|0|-1.091607837867342|-2.183215675734684|-3.274823513602026
4.6|1.0|0.98|0.0|0|-0.026486153174191736|-0.05297230634838347|-0.07945845952257521
4.8|1.0|0.98|0.0|0|0.46981388540618396|0.9396277708123679|1.4094416562185519
5.0|1.0|0.98|0.0|0|-1.167282558301814|-2.334565116603628|-3.501847674905442
5.2|1.0|0.98|0.0|0|-0.27495148422691296|-0.5499029684538259|-0.8248544526807389
5.4|1.0|0.98|0.0|0|-0.6003527807877986|-1.2007055615755973|-1.801058342363396
5.6|1.0|0.98|0.0|0|-0.3039601267859692|-0.6079202535719384|-0.9118803803579075
5.8|1.0|0.98|0.0|0|-0.04855794767820048|-0.09711589535640096|-0.14567384303460143
6.0|1.0|0.98|0.0|0|-0.6331451599820872|-1.2662903199641744|-1.8994354799462616
6.2|1.0|0.98|0.0|0|-0.5126962279289733|-1.0253924558579466|-1.5380886837869199
6.4|1.0|0.98|0.0|0|-0.8904392061219558|-1.7808784122439116|-2.6713176183658676
6.6|1.0|0.98|0.0|0|-0.4117966020861062|-0.8235932041722124|-1.2353898062583186
6.8|1.0|0.98|0.0|0|-0.47422824710811295|-0.9484564942162259|-1.4226847413243389
7.0|1.0|0.98|0.0|0|0.3380137477655083|0.6760274955310166|1.014041243296525
7.2|1.0|0.98|0.0|0|-0.9427808873617332|-1.8855617747234663|-2.8283426620851992
7.4|1.0|0.98|0.0|0|-0.29639265492238365|-0.5927853098447673|-0.8891779647671509
7.6|1.0|0.98|0.0|0|-0.562515421196004|-1.125030842392008|-1.6875462635880119
7.8|1.0|0.98|0.0|0|-1.0638604403493819|-2.1277208806987638|-3.1915813210481456
8.0|1.0|0.98|0.0|0|-0.6236858198119449|-1.2473716396238899|-1.871057459435835
8.2|1.0|0.98|0.0|0|-0.905574149948953|-1.811148299897906|-2.716722449846859
8.4|1.0|0.98|0.0|0|0.12171017226181004|0.24342034452362007|0.3651305167854301
8.6|1.0|0.98|0.0|0|-0.6142264789310872|-1.2284529578621743|-1.8426794367932615
8.8|1.0|0.98|0.0|0|0.2762127244914884|0.5524254489829769|0.8286381734744653
9.0|1.0|0.98|0.0|0|0.07882783299544834|0.15765566599089667|0.236483498986345
9.2|1.0|0.98|0.0|0|-0.13432262908027054|-0.2686452581605411|-0.4029678872408116
9.4|1.0|0.98|0.0|0|-0.7340447870455689|-1.4680895740911377|-2.202134361136707
9.6|1.0|0.98|0.0|0|-0.33107690075587043|-0.6621538015117409|-0.9932307022676113
9.8|1.0|0.98|0.0|0|-0.08954841974977179|-0.17909683949954358|-0.26864525924931537
10.0|1.0|0.98|0.0|0|-1.0739504016726287|-2.1479008033452573|-3.2218512050178862
10.2|1.0|0.98|0.0|0|0.26864525260461986|0.5372905052092397|0.8059357578138595
10.4|1.0|0.98|0.0|0|-0.4572014342798506|-0.9144028685597012|-1.371604302839552
10.6|1.0|0.98|0.0|0|-1.1502557456833902|-2.3005114913667803|-3.450767237050171
10.8|1.0|0.98|0.0|0|-0.46729139804345365|-0.9345827960869073|-1.401874194130361
11.0|1.0|0.98|0.0|0|-0.4117966022650948|-0.8235932045301896|-1.2353898067952844
11.2|1.0|0.98|0.0|0|0.6608925547689438|1.3217851095378876|1.9826776643068313
11.4|1.0|0.98|0.0|0|-0.47485886977316155|-0.9497177395463231|-1.4245766093194847
11.6|1.0|0.98|0.0|0|-0.34305873384233593|-0.6861174676846719|-1.0291762015270078
11.8|1.0|0.98|0.0|0|-0.21251983851892892|-0.42503967703785783|-0.6375595155567868
12.0|1.0|0.98|0.0|0|-0.9080966410227128|-1.8161932820454256|-2.7242899230681386
12.2|1.0|0.98|0.0|0|-0.28567207009909934|-0.5713441401981987|-0.857016210297298
