times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.0, 0.0)|(1.0, 0.02, 0.0)|(1.0, 0.04, 0.0)|(1.0, 0.06, 0.0)
44.2|1.0|0.02|0.0|0|3.73643930182443|7.47287860364886|11.20931790547329
44.4|1.0|0.02|0.0|0|3.8102221538266168|7.6204443076532336|11.43066646147985
44.6|1.0|0.02|0.0|0|4.3475126661028485|8.695025332205697|13.042537998308543
44.8|1.0|0.02|0.0|0|4.536068843482062|9.072137686964124|13.608206530446186
45.0|1.0|0.02|0.0|0|4.314720287412056|8.629440574824113|12.944160862236167
45.2|1.0|0.02|0.0|0|4.430124235466356|8.860248470932712|13.290372706399065
45.4|1.0|0.02|0.0|0|4.322287759439787|8.644575518879574|12.96686327831936
45.6|1.0|0.02|0.0|0|4.513997050150647|9.027994100301294|13.54199115045194
45.8|1.0|0.02|0.0|0|4.990747786446591|9.981495572893182|14.972243359339773
46.0|1.0|0.02|0.0|0|3.665178940448677|7.330357880897354|10.99553682134603
46.2|1.0|0.02|0.0|0|4.2390455673687395|8.478091134737479|12.717136702106217
46.4|1.0|0.02|0.0|0|4.619311035698629|9.238622071397257|13.857933107095887
46.6|1.0|0.02|0.0|0|4.541744447521633|9.083488895043265|13.625233342564897
46.8|1.0|0.02|0.0|0|4.681742679600139|9.363485359200277|14.045228038800413
47.0|1.0|0.02|0.0|0|4.562554995456594|9.125109990913188|13.687664986369782
47.2|1.0|0.02|0.0|0|4.879127574391314|9.758255148782627|14.63738272317394
47.4|1.0|0.02|0.0|0|4.477420935463161|8.954841870926321|13.432262806389481
47.6|1.0|0.02|0.0|0|4.551203787420527|9.102407574841054|13.65361136226158
47.8|1.0|0.02|0.0|0|4.840659591745353|9.681319183490706|14.521978775236057
48.0|1.0|0.02|0.0|0|4.395439988754807|8.790879977509613|13.186319966264417
48.2|1.0|0.02|0.0|0|4.165893337991438|8.331786675982876|12.497680013974312
48.4|1.0|0.02|0.0|0|4.674175207551452|9.348350415102905|14.022525622654356
48.6|1.0|0.02|0.0|0|4.0700386925792555|8.140077385158511|12.210116077737766
48.8|1.0|0.02|0.0|0|4.569491844815202|9.138983689630404|13.708475534445606
49.0|1.0|0.02|0.0|0|3.799501568589476|7.599003137178952|11.398504705768428
49.2|1.0|0.02|0.0|0|4.364539478016086|8.729078956032172|13.093618434048258
49.4|1.0|0.02|0.0|0|4.2264331139944264|8.452866227988853|12.679299341983278
49.6|1.0|0.02|0.0|0|4.18544264077209|8.37088528154418|12.556327922316267
49.8|1.0|0.02|0.0|0|4.1709383193770195|8.341876638754039|12.512814958131056
50.0|1.0|0.02|0.0|0|4.392286875492427|8.784573750984855|13.176860626477282
50.2|1.0|0.02|0.0|0|4.519042031515274|9.038084063030547|13.557126094545819
50.4|1.0|0.02|0.0|0|4.671022094235523|9.342044188471046|14.013066282706568
50.6|1.0|0.02|0.0|0|4.404899328725878|8.809798657451756|13.214697986177635
50.8|1.0|0.02|0.0|0|3.8802212699642404|7.760442539928481|11.640663809892722
51.0|1.0|0.02|0.0|0|4.425709876706824|8.851419753413648|13.27712963012047
51.2|1.0|0.02|0.0|0|4.013913275269442|8.027826550538885|12.041739825808326
51.4|1.0|0.02|0.0|0|4.149497148750815|8.29899429750163|12.448491446252445
51.6|1.0|0.02|0.0|0|4.177244545963476|8.354489091926952|12.53173363789043
51.8|1.0|0.02|0.0|0|4.316612155414768|8.633224310829537|12.949836466244305
52.0|1.0|0.02|0.0|0|3.9067074219015194|7.813414843803039|11.720122265704557
52.2|1.0|0.02|0.0|0|4.425079254129087|8.850158508258174|13.27523776238726
52.4|1.0|0.02|0.0|0|4.05048938984226|8.10097877968452|12.151468169526778
52.6|1.0|0.02|0.0|0|4.102831071319525|8.20566214263905|12.308493213958572
52.8|1.0|0.02|0.0|0|4.070038692514063|8.140077385028126|12.210116077542189
53.0|1.0|0.02|0.0|0|4.28192790868401|8.56385581736802|12.845783726052032
53.2|1.0|0.02|0.0|0|5.010297089049709|10.020594178099419|15.030891267149126
53.4|1.0|0.02|0.0|0|4.604176091595437|9.208352183190874|13.81252827478631
53.6|1.0|0.02|0.0|0|4.619311035473948|9.238622070947896|13.857933106421841
53.8|1.0|0.02|0.0|0|4.700661359570222|9.401322719140444|14.101984078710666
54.0|1.0|0.02|0.0|0|4.256072379374528|8.512144758749056|12.768217138123582
54.2|1.0|0.02|0.0|0|4.296432230125647|8.592864460251294|12.889296690376941
54.4|1.0|0.02|0.0|0|4.430124235404655|8.86024847080931|13.290372706213965
54.6|1.0|0.02|0.0|0|4.528501371519524|9.057002743039048|13.58550411455857
54.8|1.0|0.02|0.0|0|4.917595556968008|9.835191113936016|14.752786670904024
55.0|1.0|0.02|0.0|0|4.498862106117886|8.997724212235772|13.496586318353657
55.2|1.0|0.02|0.0|0|4.510843936766032|9.021687873532064|13.532531810298096
55.4|1.0|0.02|0.0|0|4.310936551334453|8.621873102668905|12.932809654003359
55.6|1.0|0.02|0.0|0|4.56886122217984|9.13772244435968|13.706583666539517
55.8|1.0|0.02|0.0|0|5.091647413043538|10.183294826087076|15.274942239130613
56.0|1.0|0.02|0.0|0|4.768768607623643|9.537537215247285|14.306305822870927
56.2|1.0|0.02|0.0|0|4.513997050180915|9.02799410036183|13.541991150542744
56.4|1.0|0.02|0.0|0|4.54931191956217|9.09862383912434|13.647935758686508
56.6|1.0|0.02|0.0|0|4.45345727408654|8.90691454817308|13.360371822259621
56.8|1.0|0.02|0.0|0|4.343098307468463|8.686196614936925|13.029294922405388
57.0|1.0|0.02|0.0|0|4.465439104748075|8.93087820949615|13.396317314244223
57.2|1.0|0.02|0.0|0|4.337422703420161|8.674845406840323|13.012268110260484
57.4|1.0|0.02|0.0|0|3.8196814938558963|7.639362987711793|11.45904448156769
57.6|1.0|0.02|0.0|0|4.172199564654729|8.344399129309458|12.516598693964188
57.8|1.0|0.02|0.0|0|4.801560986255063|9.603121972510126|14.404682958765187
58.0|1.0|0.02|0.0|0|4.268054210001719|8.536108420003439|12.804162630005157
58.2|1.0|0.02|0.0|0|3.900401195191662|7.800802390383324|11.701203585574985
58.4|1.0|0.02|0.0|0|4.382827535454999|8.765655070909999|13.148482606364995
58.6|1.0|0.02|0.0|0|3.9540041218744593|7.9080082437489185|11.862012365623377
58.8|1.0|0.02|0.0|0|4.510213314098656|9.020426628197312|13.530639942295965
59.0|1.0|0.02|0.0|0|3.8827437605021986|7.765487521004397|11.648231281506595
59.2|1.0|0.02|0.0|0|4.271837945959996|8.543675891919992|12.815513837879989
59.4|1.0|0.02|0.0|0|4.452826651419746|8.905653302839491|13.358479954259236
59.6|1.0|0.02|0.0|0|4.044183163264534|8.088366326529068|12.1325494897936
59.8|1.0|0.02|0.0|0|4.1904876220505685|8.380975244101137|12.571462866151705
60.0|1.0|0.02|0.0|0|4.44904291550105|8.8980858310021|13.347128746503149
60.2|1.0|0.02|0.0|0|4.359494496753905|8.71898899350781|13.078483490261714
60.4|1.0|0.02|0.0|0|4.679850811623037|9.359701623246075|14.03955243486911
60.6|1.0|0.02|0.0|0|3.902293063181569|7.804586126363138|11.706879189544706
60.8|1.0|0.02|0.0|0|4.3330083447258225|8.666016689451645|12.999025034177466
61.0|1.0|0.02|0.0|0|4.336161458162824|8.672322916325648|13.00848437448847
61.2|1.0|0.02|0.0|0|4.181658904719516|8.363317809439032|12.544976714158546
61.4|1.0|0.02|0.0|0|4.354449515515589|8.708899031031178|13.063348546546766
61.6|1.0|0.02|0.0|0|4.758048022324219|9.516096044648439|14.274144066972658
61.8|1.0|0.02|0.0|0|4.21003692475555|8.4200738495111|12.63011077426665
62.0|1.0|0.02|0.0|0|4.276252304755035|8.55250460951007|12.828756914265105
62.2|1.0|0.02|0.0|0|4.082020523228566|8.164041046457132|12.246061569685699
62.4|1.0|0.02|0.0|0|4.38661127141735|8.7732225428347|13.159833814252051
62.6|1.0|0.02|0.0|0|4.177244545967551|8.354489091935102|12.531733637902652
62.8|1.0|0.02|0.0|0|4.376521308913944|8.753042617827887|13.12956392674183
63.0|1.0|0.02|0.0|0|4.3727375728270275|8.745475145654055|13.11821271848108
63.2|1.0|0.02|0.0|0|4.648950300880243|9.297900601760485|13.946850902640726
63.4|1.0|0.02|0.0|0|4.845073950327351|9.690147900654702|14.535221850982051
63.6|1.0|0.02|0.0|0|4.563185618158314|9.126371236316627|13.68955685447494
63.8|1.0|0.02|0.0|0|5.330653403779142|10.661306807558285|15.991960211337426
