times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.52, 0.0)|(1.0, 0.54, 0.0)|(1.0, 0.56, 0.0)|(1.0, 0.58, 0.0)|(1.0, 0.6, 0.0)
0.0|1.0|0.56|0.0|0|2.163035747829128|4.326071495658256|6.489107243487372|8.6521429913165
0.2|1.0|0.56|0.0|0|2.0734873293887377|4.146974658777475|6.2204619881662016|8.293949317554938
0.4|1.0|0.56|0.0|0|2.0507849129172993|4.1015698258345985|6.152354738751886|8.203139651669185
0.6|1.0|0.56|0.0|0|2.0280824969522673|4.0561649939045346|6.08424749085679|8.112329987809058
0.8|1.0|0.56|0.0|0|2.3055564706819154|4.611112941363831|6.916669412045733|9.222225882727647
1.0|1.0|0.56|0.0|0|2.089883518076387|4.179767036152774|6.26965055422915|8.359534072305538
1.2|1.0|0.56|0.0|0|1.8388956966414132|3.6777913932828263|5.51668708992423|7.355582786565643
1.4|1.0|0.56|0.0|0|1.532413080254338|3.064826160508676|4.597239240763006|6.129652321017344
1.6|1.0|0.56|0.0|0|1.2208854838152194|2.441770967630439|3.6626564514456517|4.883541935260871
1.8|1.0|0.56|0.0|0|1.653492632998388|3.306985265996776|4.960477898995155|6.613970531993543
2.0|1.0|0.56|0.0|0|2.2538454114535145|4.507690822907029|6.761536234360531|9.015381645814045
2.2|1.0|0.56|0.0|0|1.6635825956217027|3.3271651912434055|4.990747786865099|6.654330382486802
2.4|1.0|0.56|0.0|0|2.0873610276199197|4.174722055239839|6.262083082859748|8.349444110479668
2.6|1.0|0.56|0.0|0|1.6219614998024203|3.2439229996048407|4.865884499407252|6.487845999209672
2.8|1.0|0.56|0.0|0|2.123937141917415|4.24787428383483|6.371811425752234|8.495748567669649
3.0|1.0|0.56|0.0|0|1.7606984858214871|3.5213969716429743|5.282095457464451|7.042793943285939
3.2|1.0|0.56|0.0|0|1.7745721855841128|3.5491443711682256|5.323716556752328|7.098288742336441
3.4|1.0|0.56|0.0|0|1.377279904751341|2.754559809502682|4.131839714254016|5.509119619005357
3.6|1.0|0.56|0.0|0|1.804842072880712|3.609684145761424|5.414526218642126|7.219368291522838
3.8|1.0|0.56|0.0|0|1.471873304792099|2.943746609584198|4.415619914376289|5.887493219168388
4.0|1.0|0.56|0.0|0|1.7531310138409042|3.5062620276818084|5.259393041522703|7.012524055363607
4.2|1.0|0.56|0.0|0|1.9208766431728161|3.8417532863456323|5.762629929518438|7.683506572691254
4.4|1.0|0.56|0.0|0|1.768265957323021|3.536531914646042|5.304797871969053|7.0730638292920744
4.6|1.0|0.56|0.0|0|1.7140324089484071|3.4280648178968143|5.142097226845212|6.856129635793619
4.8|1.0|0.56|0.0|0|2.0709648381982717|4.141929676396543|6.212894514594804|8.283859352793074
5.0|1.0|0.56|0.0|0|2.1176309152459742|4.2352618304919485|6.352892745737911|8.470523660983886
5.2|1.0|0.56|0.0|0|2.0747485744702883|4.1494971489405765|6.224245723410853|8.29899429788114
5.4|1.0|0.56|0.0|0|1.8212382624839683|3.6424765249679365|5.463714787451894|7.284953049935862
5.6|1.0|0.56|0.0|0|1.7871846385579573|3.5743692771159146|5.361553915673862|7.1487385542318185
5.8|1.0|0.56|0.0|0|1.7619597314577566|3.5239194629155133|5.28587919437326|7.047838925831017
6.0|1.0|0.56|0.0|0|1.5109719100617818|3.0219438201235636|4.532915730185337|6.043887640247118
6.2|1.0|0.56|0.0|0|2.0987122353038306|4.197424470607661|6.296136705911479|8.39484894121531
6.4|1.0|0.56|0.0|0|1.970065210877221|3.940130421754442|5.910195632631652|7.880260843508873
6.6|1.0|0.56|0.0|0|2.1277208779705705|4.255441755941141|6.3831626339117005|8.510883511882271
6.8|1.0|0.56|0.0|0|1.3343975631619116|2.668795126323823|4.0031926894857275|5.337590252647639
7.0|1.0|0.56|0.0|0|1.0052125311188875|2.010425062237775|3.0156375933566566|4.020850124475544
7.2|1.0|0.56|0.0|0|1.7203386356565185|3.440677271313037|5.161015906969546|6.881354542626065
7.4|1.0|0.56|0.0|0|1.6421414250630202|3.2842828501260404|4.926424275189051|6.568565700252072
7.6|1.0|0.56|0.0|0|1.6597988596715747|3.3195977193431494|4.979396579014715|6.639195438686289
7.8|1.0|0.56|0.0|0|1.9259216248290632|3.8518432496581263|5.777764874487178|7.703686499316241
8.0|1.0|0.56|0.0|0|1.6698888221452959|3.3397776442905918|5.0096664664358785|6.679555288581175
8.2|1.0|0.56|0.0|0|1.7392573156149607|3.4785146312299213|5.217771946844873|6.957029262459834
8.4|1.0|0.56|0.0|0|1.7039424466900543|3.4078848933801087|5.111827340070153|6.815769786760208
8.6|1.0|0.56|0.0|0|1.8477244143345177|3.6954488286690355|5.543173243003543|7.39089765733806
8.8|1.0|0.56|0.0|0|2.221053032615457|4.442106065230914|6.663159097846358|8.884212130461815
9.0|1.0|0.56|0.0|0|1.9498852860584175|3.899770572116835|5.849655858175241|7.799541144233658
9.2|1.0|0.56|0.0|0|1.6951137282070718|3.3902274564141437|5.085341184621206|6.7804549128282785
9.4|1.0|0.56|0.0|0|2.395104889115903|4.790209778231806|7.185314667347695|9.580419556463598
9.6|1.0|0.56|0.0|0|1.5879078756168032|3.1758157512336065|4.7637236268504015|6.351631502467204
9.8|1.0|0.56|0.0|0|1.8931292464042797|3.7862584928085594|5.679387739212829|7.572516985617108
10.0|1.0|0.56|0.0|0|1.8792555473360715|3.758511094672143|5.637766642008204|7.517022189344276
10.2|1.0|0.56|0.0|0|1.571511686613086|3.143023373226172|4.71453505983925|6.286046746452336
10.4|1.0|0.56|0.0|0|1.8691655857529275|3.738331171505855|5.607496757258772|7.476662343011699
10.6|1.0|0.56|0.0|0|2.151684540378048|4.303369080756096|6.455053621134132|8.606738161512181
10.8|1.0|0.56|0.0|0|1.6333127071242795|3.266625414248559|4.899938121372829|6.533250828497109
11.0|1.0|0.56|0.0|0|1.666105086258614|3.332210172517228|4.998315258775833|6.664420345034447
11.2|1.0|0.56|0.0|0|1.5954753474792247|3.1909506949584494|4.7864260424376655|6.38190138991689
11.4|1.0|0.56|0.0|0|1.831328224962346|3.662656449924692|5.493984674887028|7.325312899849374
11.6|1.0|0.56|0.0|0|1.5853853850666215|3.170770770133243|4.7561561551998555|6.341541540266477
11.8|1.0|0.56|0.0|0|1.8615981129341543|3.7231962258683087|5.584794338802452|7.446392451736607
12.0|1.0|0.56|0.0|0|1.7594372401066374|3.5188744802132748|5.278311720319902|7.03774896042654
12.2|1.0|0.56|0.0|0|1.3924148477718712|2.7848296955437424|4.177244543315606|5.569659391087477
12.4|1.0|0.56|0.0|0|1.6799787842703533|3.3599575685407066|5.039936352811051|6.719915137081403
12.6|1.0|0.56|0.0|0|1.3823248861386686|2.764649772277337|4.146974658415998|5.529299544554666
12.8|1.0|0.56|0.0|0|1.5122331555170254|3.024466311034051|4.536699466551068|6.048932622068093
13.0|1.0|0.56|0.0|0|2.0356499686557816|4.071299937311563|6.106949905967334|8.142599874623116
13.2|1.0|0.56|0.0|0|1.8237607530585973|3.6475215061171946|5.471282259175782|7.295043012234379
13.4|1.0|0.56|0.0|0|1.8855617742409247|3.7711235484818495|5.656685322722764|7.542247096963688
13.6|1.0|0.56|0.0|0|2.2147468063712608|4.4294936127425215|6.644240419113769|8.85898722548503
13.8|1.0|0.56|0.0|0|1.9221378891268994|3.844275778253799|5.766413667380688|7.688551556507587
